freq,int_so2,int_water,int_deu
7575.1662,0.0000,0.0000,0.0000
7579.2193,0.0000,0.0003,0.0000
7579.2313,0.0000,0.0004,0.0000
7596.1471,0.0000,0.0000,0.0000
7604.7540,0.0000,0.0001,0.0000
7640.1949,0.0000,0.0000,0.0000
7642.4599,0.0000,0.0001,0.0000
7653.3914,0.0000,0.0000,0.0000
7713.1271,0.0000,0.0003,0.0000
7719.2426,0.0000,0.0000,0.0000
7753.8371,0.0000,0.0000,0.0000
7795.3100,0.0000,0.0002,0.0000
7948.2675,0.0001,0.0002,0.0000
7948.4105,0.0000,0.0002,0.0000
7949.0542,0.0000,0.0002,0.0000
7949.1258,0.0000,0.0000,0.0000
7959.4374,0.0000,0.0005,0.0000
7972.8246,0.0000,0.0000,0.0000
2187.5024,0.0003,0.0005,0.0001
2314.4484,0.0000,0.0000,0.0000
2435.3147,0.0000,0.0000,0.0000
2812.5048,0.0007,0.0009,0.0007
2913.3201,0.0001,0.0010,0.0000
2913.3439,0.0001,0.0008,0.0000
3124.5112,0.0000,0.0000,0.0000
3124.7973,0.0000,0.0000,0.0000
3124.8808,0.0001,0.0001,0.0001
3125.0000,0.0191,0.0220,0.0179
3125.1192,0.0001,0.0001,0.0001
3125.2027,0.0000,0.0001,0.0000
3125.3338,0.0000,0.0000,0.0000
3190.5413,0.0001,0.0003,0.0000
3351.1162,0.0000,0.0000,0.0000
3646.2188,0.0000,0.0003,0.0000
3646.2307,0.0000,0.0003,0.0000
3693.3184,0.0001,0.0005,0.0000
3701.7584,0.0000,0.0003,0.0000
3750.0024,0.0000,0.0001,0.0000
3791.5707,0.0000,0.0002,0.0000
3906.7030,0.0000,0.0011,0.0000
4062.4976,0.0002,0.0002,0.0001
4126.5845,0.0000,0.0013,0.0000
4176.9385,0.0000,0.0004,0.0000
4285.0733,0.0000,0.0000,0.0000
4285.5382,0.0000,0.0004,0.0000
4397.1419,0.0000,0.0000,0.0000
4418.8499,0.0000,0.0000,0.0000
4471.1471,0.0000,0.0000,0.0000
4516.2201,0.0001,0.0004,0.0000
4516.2320,0.0001,0.0004,0.0000
4675.9248,0.0000,0.0000,0.0000
4796.7076,0.0000,0.0000,0.0000
4887.9385,0.0000,0.0001,0.0000
5088.0194,0.0001,0.0003,0.0000
5088.0313,0.0001,0.0003,0.0000
5370.8196,0.0001,0.0003,0.0000
5370.8315,0.0001,0.0003,0.0000
5378.1271,0.0001,0.0003,0.0000
5385.6969,0.0001,0.0003,0.0000
5389.3566,0.0000,0.0005,0.0000
5445.1227,0.0001,0.0002,0.0000
5581.8677,0.0001,0.0002,0.0000
5640.3041,0.0000,0.0002,0.0000
