freq,int_h2o,int_doh,cluster
11068.93333333,0.00000000,0.00005594,1
11069.04166667,0.00000000,0.00002791,1
11070.00000000,0.00086960,0.00046538,3
11070.37500000,0.00005386,0.00000000,0
11073.15833333,0.00009869,0.00016303,6
11073.19166667,0.00010942,0.00014287,6
11075.00000000,0.00017673,0.00004332,2
11075.84166667,0.00000000,0.00001983,1
11077.63333333,0.00006990,0.00000000,0
11078.53333333,0.00067428,0.00055284,4
11078.99166667,0.00004073,0.00002155,3
11079.16666667,0.01109449,0.00667979,3
11079.95833333,0.00010105,0.00002184,7
11079.99166667,0.00014573,0.00002050,0
11080.34166667,0.01419509,0.00334061,2
11080.57500000,0.00004130,0.00000000,0
11080.96666667,0.00100950,0.00010929,0
11080.97500000,0.00100830,0.00011152,0
11084.99166667,0.00005813,0.00002655,3
11086.14166667,0.00000000,0.00003739,1
11088.22500000,0.00004663,0.00000000,0
11090.00000000,0.00083156,0.00043381,3
11090.28333333,0.00073313,0.00008133,0
11092.49166667,0.00154197,0.00154672,5
11100.00000000,0.00017843,0.00019045,5
11105.00000000,0.00005130,0.00000000,0
11106.00833333,0.00000000,0.00002448,1
11108.28333333,0.00004754,0.00000000,0
11110.00000000,0.00089805,0.00054424,3
11111.21666667,0.00003462,0.00000000,0
11113.76666667,0.00000000,0.00002181,1
11120.00000000,0.00023541,0.00007992,2
11124.44166667,0.00000000,0.00012502,1
11125.00000000,0.00000000,0.00012083,1
11130.00000000,0.00098808,0.00063713,4
11130.20833333,0.00000000,0.00002348,1
11130.62500000,0.00022768,0.00033494,6
11131.06666667,0.00000000,0.00002535,1
11131.10000000,0.00003374,0.00002226,4
11131.33333333,0.00000000,0.00003192,1
11132.80833333,0.00004024,0.00003346,4
11133.04166667,0.00000000,0.00003470,1
11133.09166667,0.00000000,0.00005638,1
11139.90833333,0.00000000,0.00003589,1
11140.00000000,0.00013838,0.00002978,7
11140.54166667,0.00000000,0.00013868,1
11141.35833333,0.00006284,0.00000000,0
11144.05833333,0.00005250,0.00000000,0
11144.12500000,0.00006026,0.00000000,0
11144.99166667,0.00006550,0.00000000,0
11145.05000000,0.00000000,0.00002131,1
11148.31666667,0.00010062,0.00002377,2
11149.21666667,0.00000000,0.00048425,1
11149.40833333,0.00008156,0.00000000,0
11149.65833333,0.00000000,0.00002703,1
11150.00000000,0.00087014,0.00056212,4
11153.88333333,0.00000000,0.00002200,1
11156.03333333,0.00005617,0.00000000,0
11156.15000000,0.00003381,0.00002492,4
11156.25833333,0.00000000,0.00006701,1
11157.14166667,0.00004510,0.00000000,0
11158.36666667,0.00011884,0.00005004,3
11158.37500000,0.00011741,0.00004995,3
11159.05833333,0.00011572,0.00002846,2
11159.07500000,0.00011842,0.00002723,2
11160.00000000,0.00019884,0.00006125,2
11167.65000000,0.00000000,0.00002663,1
11170.00000000,0.00073220,0.00049492,4
11170.48333333,0.00003294,0.00003876,5
11172.02500000,0.00006977,0.00002023,2
11172.45000000,0.00007493,0.00000000,0
11173.81666667,0.00005453,0.00000000,0
11173.92500000,0.00003652,0.00000000,0
11174.03333333,0.00000000,0.00002700,1
11174.99166667,0.00021980,0.00014935,4
11175.11666667,0.00022067,0.00013936,4
11176.70833333,0.00000000,0.00002008,1
11176.90833333,0.00029454,0.00015135,3
11177.70833333,0.00163915,0.00421649,8
11180.00000000,0.00018623,0.00005014,2
11183.63333333,0.00008716,0.00010100,5
11190.00000000,0.00065905,0.00045794,4
11190.11666667,0.00000000,0.00002709,1
11190.95000000,0.00004945,0.00000000,0
11191.01666667,0.00005414,0.00000000,0
11192.75833333,0.00000000,0.00002662,1
11199.37500000,0.00005429,0.00000000,0
11200.00000000,0.00037440,0.00024497,4
11202.57500000,0.00000000,0.00002072,1
11204.65833333,0.00000000,0.00002302,1
11204.94166667,0.00000000,0.00045551,1
11204.99166667,0.00000000,0.00030932,1
11205.20000000,0.00000000,0.00027872,1
11205.29166667,0.00000000,0.00023305,1
11206.39166667,0.00009548,0.00003115,2
11210.00000000,0.00068274,0.00055270,4
11212.75000000,0.00003967,0.00000000,0
11212.95000000,0.00005716,0.00012387,8
11217.00000000,0.00000000,0.00002407,1
11219.32500000,0.00000000,0.00004693,1
11220.00000000,0.00019605,0.00010404,3
11221.27500000,0.00000000,0.00002404,1
11225.00000000,0.00005561,0.00021506,9
11225.04166667,0.00007572,0.00015410,8
11230.00000000,0.00079286,0.00063844,4
11230.35833333,0.00005436,0.00005964,5
11230.55000000,0.00000000,0.00009391,1
11230.65833333,0.00000000,0.00007112,1
11232.65833333,0.00019312,0.00006085,2
11232.76666667,0.00008654,0.00002578,2
11232.77500000,0.00008519,0.00002613,2
11233.65833333,0.00012116,0.00000000,0
11235.32500000,0.00000000,0.00005643,1
11235.35833333,0.00003926,0.00004434,5
11239.36666667,0.00061581,0.00018328,2
11239.37500000,0.00062344,0.00018364,2
11239.47500000,0.00029538,0.00010345,2
11239.70833333,0.00000000,0.00002419,1
11240.00000000,0.00018430,0.00011905,4
11241.06666667,0.00005854,0.00002240,2
11241.07500000,0.00005961,0.00002063,2
11242.88333333,0.00005500,0.00000000,0
11244.15833333,0.00004304,0.00000000,0
11250.00000000,0.00101859,0.00120998,5
11254.64166667,0.00003305,0.00000000,0
11260.00000000,0.00020166,0.00015814,4
11260.39166667,0.00065887,0.00029091,3
11264.93333333,0.00005140,0.00002674,3
11264.97500000,0.00000000,0.00002795,1
11266.08333333,0.00003779,0.00000000,0
11270.00000000,0.00120920,0.00107379,5
11271.00000000,0.00000000,0.00002462,1
11273.43333333,0.00004162,0.00000000,0
11273.54166667,0.00003879,0.00000000,0
11275.00000000,0.00012677,0.00006099,3
11280.00000000,0.00027413,0.00016786,10
11283.00000000,0.00000000,0.00003298,1
11285.00000000,0.00005409,0.00004252,4
11286.87500000,0.00000000,0.00002671,1
11287.16666667,0.00004046,0.00008200,8
11287.20833333,0.00006121,0.00006228,5
11288.17500000,0.00000000,0.00004615,1
11288.53333333,0.00000000,0.00002457,1
11290.00000000,0.00150995,0.00128644,4
11290.11666667,0.00003676,0.00020481,12
11290.20833333,0.00000000,0.00055189,1
11290.30000000,0.00000000,0.00027908,1
11291.61666667,0.00017146,0.00007789,3
11291.64166667,0.00017957,0.00007302,3
11292.23333333,0.00015806,0.00002567,7
11292.36666667,0.00070837,0.00020660,2
11292.39166667,0.00062470,0.00023437,2
11292.48333333,0.00014599,0.00008325,3
11292.56666667,0.00000000,0.00003411,1
11296.32500000,0.00000000,0.00210202,1
11296.45833333,0.00000000,0.00237708,1
11296.54166667,0.00000000,0.00123304,1
11298.85000000,0.00000000,0.00002024,1
11299.01666667,0.00019901,0.00018477,5
11300.00000000,0.00032785,0.00025561,4
11305.00000000,0.00007173,0.00005813,4
11306.37500000,0.00000000,0.00002736,1
11306.95000000,0.00004069,0.00000000,0
11307.03333333,0.00003312,0.00000000,0
11307.20000000,0.00000000,0.00002328,1
11307.34166667,0.00000000,0.00004930,1
11307.49166667,0.00000000,0.00014161,1
11307.72500000,0.00007266,0.00005201,4
11307.73333333,0.00007438,0.00005177,4
11307.94166667,0.00000000,0.00002753,1
11310.00000000,0.00159568,0.00145488,5
11310.20833333,0.00000000,0.00007740,1
11310.30833333,0.00000000,0.00004790,1
11312.70000000,0.00000000,0.00004143,1
11318.77500000,0.00343511,0.00261309,4
11320.00000000,0.00032179,0.00017387,3
11325.00000000,0.00005583,0.00013032,8
11328.12500000,0.00026948,0.00020354,4
11328.15000000,0.00028503,0.00017251,3
11328.25000000,0.00012450,0.00004724,2
11330.00000000,0.00171470,0.00155972,5
11340.00000000,0.00037544,0.00020628,3
11344.48333333,0.00018561,0.00003684,7
11345.00000000,0.00003296,0.00004704,6
11345.21666667,0.00000000,0.00064665,1
11345.39166667,0.00000000,0.00015897,1
11346.36666667,0.00000000,0.00003003,1
11347.08333333,0.00005016,0.00000000,0
11347.14166667,0.00005498,0.00000000,0
11349.70000000,0.00000000,0.00098008,1
11349.85833333,0.00000000,0.00038296,1
11350.00000000,0.00217984,0.00174570,4
11350.26666667,0.00000000,0.00003652,1
11352.55000000,0.00000000,0.00004338,1
11352.90833333,0.00007750,0.00011588,6
11352.99166667,0.00003666,0.00045293,1
11353.52500000,0.00006066,0.00002197,2
11353.55833333,0.00007698,0.00000000,0
11353.95000000,0.00000000,0.00002575,1
11354.22500000,0.00000000,0.00005120,1
11360.00000000,0.00038415,0.00019859,3
11360.89166667,0.00000000,0.00002589,1
11362.76666667,0.00000000,0.00048688,1
11362.85833333,0.00009874,0.00036871,9
11362.95833333,0.00006864,0.00017032,8
11362.98333333,0.00006089,0.00018943,9
11365.00833333,0.00003798,0.00002728,4
11365.75833333,0.00009686,0.00000000,0
11367.00000000,0.00003650,0.00000000,0
11370.00000000,0.00216848,0.00200776,5
11372.78333333,0.00000000,0.00017444,1
11373.66666667,0.00000000,0.00004945,1
11374.28333333,0.00004780,0.00000000,0
11374.35833333,0.00003692,0.00000000,0
11375.00000000,0.00010919,0.00032758,9
11376.72500000,0.00007388,0.00003318,3
11376.73333333,0.00007384,0.00003327,3
11378.85000000,0.00000000,0.00003339,1
11380.00000000,0.00040761,0.00018654,3
11383.38333333,0.00007087,0.00004935,4
11385.01666667,0.00003520,0.00000000,0
11390.00000000,0.00226422,0.00204628,5
11392.97500000,0.00003343,0.00000000,0
11395.67500000,0.00011090,0.00000000,0
11395.80000000,0.00013977,0.00000000,0
11399.12500000,0.00008870,0.00000000,0
11399.21666667,0.00005276,0.00000000,0
11400.00000000,0.00024022,0.00026316,5
11401.37500000,0.00000000,0.00002303,1
11405.00000000,0.00000000,0.00002620,1
11405.26666667,0.00000000,0.00003210,1
11406.25000000,0.00008076,0.00008978,5
11410.00000000,0.00231419,0.00216895,5
11416.37500000,0.00000000,0.00003575,1
11418.70833333,0.00029741,0.00036801,6
11418.78333333,0.00015931,0.00027804,8
11420.00000000,0.00036340,0.00025986,4
11421.91666667,0.00000000,0.00003321,1
11425.00000000,0.00013785,0.00006868,3
11425.77500000,0.00000000,0.00002023,1
11427.75833333,0.00000000,0.00004578,1
11428.75000000,0.00051229,0.00009884,7
11430.00000000,0.00259896,0.00247833,5
11430.30000000,0.00103471,0.00040630,2
11430.36666667,0.00077086,0.00032006,3
11430.86666667,0.00003370,0.00000000,0
11430.97500000,0.00004287,0.00000000,0
11432.40000000,0.00003346,0.00000000,0
11434.69166667,0.00000000,0.00003940,1
11435.52500000,0.00004171,0.00005882,6
11435.55833333,0.00003285,0.00007437,8
11437.45000000,0.00000000,0.00025871,1
11437.63333333,0.00000000,0.00010280,1
11438.10000000,0.00009385,0.00004440,3
11440.00000000,0.00051343,0.00034508,4
11442.10000000,0.00000000,0.00003746,1
11442.22500000,0.00000000,0.00009938,1
11445.52500000,0.00016543,0.00003248,7
11445.53333333,0.00016529,0.00003258,7
11450.00000000,0.00337665,0.00304758,5
11452.45833333,0.01032380,0.00169367,7
11452.58333333,0.00617752,0.00187134,2
11452.73333333,0.00004794,0.00000000,0
11455.25833333,0.00231307,0.00049873,7
11458.16666667,0.00012962,0.00024272,8
11458.19166667,0.00009695,0.00026999,9
11458.27500000,0.00005701,0.00012326,8
11460.00000000,0.00046346,0.00054533,5
11465.00000000,0.00000000,0.00002622,1
11467.90000000,0.00003820,0.00000000,0
11468.24166667,0.00057275,0.00012094,7
11470.00000000,0.00387648,0.00380924,5
11473.55833333,0.00000000,0.00008898,1
11475.00000000,0.00016818,0.00007327,3
11480.00000000,0.00051498,0.00054747,5
11480.97500000,0.00010148,0.00005427,3
11484.37500000,0.00013937,0.00014847,5
11485.00000000,0.00000000,0.00002268,1
11488.94166667,0.00016573,0.00013954,4
11490.00000000,0.00398714,0.00399744,5
11490.68333333,0.00000000,0.00032432,1
11497.35833333,0.00021064,0.00004526,7
11497.38333333,0.00018163,0.00005017,2
11497.46666667,0.00013255,0.00002316,7
11499.12500000,0.00013422,0.00013460,5
11499.13333333,0.00013693,0.00013439,5
11500.00000000,0.00036211,0.00040503,5
11505.00000000,0.00000000,0.00002402,1
11507.52500000,0.00000000,0.00002649,1
11509.26666667,0.00003320,0.00000000,0
11510.00000000,0.00382311,0.00385403,5
11512.08333333,0.00000000,0.00022296,1
11519.15000000,0.00005125,0.00000000,0
11520.00000000,0.00040803,0.00051805,6
11520.77500000,0.00005281,0.00000000,0
11521.39166667,0.00000000,0.00002438,1
11523.44166667,0.00035769,0.00024552,4
11524.98333333,0.00010449,0.00012238,5
11525.06666667,0.00036715,0.00018534,3
11525.10000000,0.00044195,0.00022437,3
11525.53333333,0.00000000,0.00006337,1
11525.63333333,0.00000000,0.00006427,1
11525.75833333,0.00000000,0.00005400,1
11530.00000000,0.00346731,0.00356026,5
11531.57500000,0.00000000,0.00002057,1
11537.60000000,0.00018744,0.00005823,2
11538.08333333,0.00073509,0.00023383,2
11538.82500000,0.00063199,0.00012650,7
11538.83333333,0.00062512,0.00013137,7
11540.00000000,0.00032680,0.00039944,6
11540.16666667,0.00003298,0.00000000,0
11540.50000000,0.00038558,0.00006363,7
11540.55833333,0.00031951,0.00007558,2
11540.59166667,0.00040244,0.00005549,0
11543.25000000,0.00031111,0.00007757,2
11544.91666667,0.00004414,0.00003212,4
11545.06666667,0.00016330,0.00007874,3
11545.07500000,0.00016619,0.00007707,3
11545.19166667,0.00000000,0.00003049,1
11550.00000000,0.00279082,0.00308655,5
11560.00000000,0.00035301,0.00029543,4
11564.22500000,0.00007193,0.00000000,0
11564.23333333,0.00007245,0.00000000,0
11565.41666667,0.00000000,0.00030648,1
11565.44166667,0.00000000,0.00032383,1
11570.00000000,0.00253252,0.00266905,5
11572.11666667,0.00000000,0.00002245,1
11572.26666667,0.00000000,0.00004254,1
11575.00000000,0.00010487,0.00006489,4
11575.04166667,0.00007189,0.00006829,5
11577.01666667,0.00005808,0.00000000,0
11577.21666667,0.00000000,0.00002939,1
11578.40000000,0.00000000,0.00020434,1
11578.57500000,0.00000000,0.00005618,1
11580.00000000,0.00024971,0.00027155,5
11583.67500000,0.00003630,0.00000000,0
11584.99166667,0.00000000,0.00002235,1
11590.00000000,0.00228578,0.00249103,5
11591.03333333,0.00000000,0.00002566,1
11591.21666667,0.00000000,0.00002276,1
11591.58333333,0.00003316,0.00000000,0
11592.25000000,0.00014413,0.00008584,3
11592.28333333,0.00010185,0.00009999,5
11592.37500000,0.00006174,0.00005043,4
11592.53333333,0.00033448,0.00026417,4
11592.57500000,0.00013605,0.00031149,8
11592.64166667,0.00018541,0.00019002,5
11593.42500000,0.00356278,0.00192234,3
11593.45833333,0.00374190,0.00175484,3
11595.90833333,0.00287650,0.00085925,2
11595.95833333,0.00295057,0.00078282,2
11596.75000000,0.00000000,0.00002860,1
11600.00000000,0.00045300,0.00046379,5
11602.65000000,0.00000000,0.00002054,1
11603.99166667,0.00000000,0.00004888,1
11604.36666667,0.00045083,0.00007018,0
11604.37500000,0.00045545,0.00007046,0
11605.00000000,0.00003839,0.00002416,4
11607.59166667,0.00007032,0.00000000,0
11610.00000000,0.00218026,0.00236478,5
11614.42500000,0.00000000,0.00043453,1
11616.77500000,0.00008717,0.00000000,0
11616.88333333,0.00005491,0.00000000,0
11616.99166667,0.00000000,0.00005710,1
11617.10833333,0.00000000,0.00004135,1
11620.00000000,0.00030712,0.00023302,4
11621.09166667,0.00003486,0.00005282,6
11625.00000000,0.00015362,0.00033190,8
11630.00000000,0.00192960,0.00210881,5
11632.66666667,0.00159069,0.00048894,2
11632.68333333,0.00163082,0.00046165,2
11633.04166667,0.00005163,0.00000000,0
11636.32500000,0.00003564,0.00000000,0
11640.00000000,0.00014718,0.00024073,6
11640.62500000,0.00007387,0.00007386,5
11640.63333333,0.00007407,0.00007238,5
11641.65000000,0.00000000,0.00043137,1
11641.74166667,0.00000000,0.00039325,1
11642.04166667,0.00004689,0.00002242,3
11644.42500000,0.00052037,0.00021200,3
11644.43333333,0.00052080,0.00020889,2
11645.00000000,0.00000000,0.00003919,1
11645.43333333,0.00019428,0.00003221,7
11645.47500000,0.00018770,0.00004143,7
11647.41666667,0.00012439,0.00000000,0
11648.66666667,0.00000000,0.00002255,1
11649.28333333,0.00000000,0.00002551,1
11650.00000000,0.00141362,0.00171430,6
11650.54166667,0.00003385,0.00000000,0
11657.97500000,0.00003548,0.00000000,0
11660.00000000,0.00016751,0.00025197,6
11661.83333333,0.00004727,0.00000000,0
11661.93333333,0.00006572,0.00000000,0
11665.00000000,0.00000000,0.00002460,1
11665.72500000,0.00031930,0.00056557,8
11670.00000000,0.00115139,0.00126469,5
11671.15000000,0.00180800,0.00067801,2
11673.00833333,0.00000000,0.00002716,1
11673.99166667,0.00007650,0.00003439,3
11674.51666667,0.00000000,0.00002202,1
11674.84166667,0.00000000,0.00002041,1
11675.00000000,0.00012429,0.00003710,2
11677.62500000,0.00031947,0.00007920,2
11677.63333333,0.00032116,0.00007895,2
11680.00000000,0.00012403,0.00022593,8
11681.10833333,0.00003886,0.00000000,0
11681.14166667,0.00004720,0.00000000,0
11682.58333333,0.00003408,0.00000000,0
11682.91666667,0.00000000,0.00006644,1
11685.01666667,0.00004107,0.00003286,4
11688.42500000,0.00000000,0.00006857,1
11690.00000000,0.00101429,0.00114831,5
11700.00000000,0.00034695,0.00064341,8
11702.61666667,0.00000000,0.00007284,1
11702.78333333,0.00000000,0.00002185,1
11702.92500000,0.00006248,0.00002109,2
11702.93333333,0.00006176,0.00002120,2
11705.00000000,0.00000000,0.00002837,1
11710.00000000,0.00101094,0.00106492,5
11718.75000000,0.00087572,0.00099663,5
11720.00000000,0.00017877,0.00034254,8
11725.00000000,0.00016375,0.00018363,5
11728.40833333,0.00003981,0.00002334,3
11729.10833333,0.00032656,0.00012542,2
11729.76666667,0.00081231,0.00016114,7
11729.77500000,0.00082448,0.00015026,7
11729.85833333,0.00047819,0.00017174,2
11730.00000000,0.00099519,0.00120953,6
11731.70000000,0.00005221,0.00000000,0
11736.10833333,0.00000000,0.00002931,1
11736.60000000,0.00000000,0.00003540,1
11737.99166667,0.00000000,0.00005497,1
11740.00000000,0.00027484,0.00038608,6
11741.16666667,0.00000000,0.00003068,1
11741.18333333,0.00000000,0.00003162,1
11745.00000000,0.00000000,0.00005762,1
11745.84166667,0.00008965,0.00002067,2
11745.87500000,0.00010403,0.00000000,0
11747.33333333,0.00000000,0.00002602,1
11747.61666667,0.00000000,0.00002622,1
11750.00000000,0.00123001,0.00116737,5
11750.38333333,0.00000000,0.00009526,1
11751.61666667,0.00000000,0.00002257,1
11752.98333333,0.00000000,0.00004492,1
11753.44166667,0.00000000,0.00002409,1
11760.00000000,0.00021489,0.00035279,6
11760.28333333,0.00000000,0.00004414,1
11761.31666667,0.00000000,0.00031853,1
11761.56666667,0.00000000,0.00003588,1
11761.68333333,0.00012057,0.00007527,4
11764.99166667,0.00003508,0.00002372,4
11766.67500000,0.00000000,0.00002472,1
11767.50833333,0.00253413,0.00095097,2
11767.53333333,0.00265460,0.00084662,2
11770.00000000,0.00121041,0.00136018,5
11770.22500000,0.00072028,0.00034272,3
11770.23333333,0.00073227,0.00034547,3
11773.44166667,0.00000000,0.00014745,1
11773.56666667,0.00005124,0.00015665,9
11773.57500000,0.00005253,0.00015615,9
11775.00000000,0.00003626,0.00017490,9
11777.35000000,0.00000000,0.00002466,1
11778.10000000,0.00008121,0.00018750,8
11778.50833333,0.00003597,0.00000000,0
11779.62500000,0.00004923,0.00000000,0
11780.00000000,0.00008831,0.00028726,9
11780.91666667,0.00072972,0.00169732,8
11784.99166667,0.00003791,0.00000000,0
11785.22500000,0.00000000,0.00008415,1
11785.32500000,0.00000000,0.00036614,1
11785.40833333,0.00000000,0.00024863,1
11788.10833333,0.00003995,0.00002322,3
11788.14166667,0.00003990,0.00002913,4
11788.26666667,0.00018637,0.00010307,3
11788.27500000,0.00018811,0.00010125,3
11789.39166667,0.00003514,0.00020561,12
11789.49166667,0.00000000,0.00037984,1
11789.58333333,0.00000000,0.00021390,1
11790.00000000,0.00115328,0.00133967,5
11794.15833333,0.00009097,0.00005823,4
11796.87500000,0.00000000,0.00003667,1
11800.00000000,0.00050152,0.00049123,5
11801.28333333,0.00000000,0.00009488,1
11806.08333333,0.00000000,0.00003219,1
11807.29166667,0.00000000,0.00002848,1
11810.00000000,0.00131293,0.00143586,5
11810.25000000,0.00000000,0.00261629,1
11810.64166667,0.00289563,0.00090385,2
11810.72500000,0.00173101,0.00063704,2
11811.58333333,0.00000000,0.00002141,1
11816.40000000,0.00007946,0.00007549,5
11817.63333333,0.00000000,0.00005908,1
11820.00000000,0.00012267,0.00022590,8
11824.47500000,0.00006280,0.00004244,4
11825.00000000,0.00026259,0.00029091,5
11825.65833333,0.00009657,0.00002058,7
11826.16666667,0.00000000,0.00003371,1
11827.05833333,0.00000000,0.00004539,1
11830.00000000,0.00156220,0.00180945,5
11830.14166667,0.00005374,0.00000000,0
11830.86666667,0.00055851,0.00007577,0
11830.87500000,0.00056540,0.00007527,0
11831.16666667,0.00000000,0.00012595,1
11832.19166667,0.00004532,0.00000000,0
11832.45000000,0.00003597,0.00000000,0
11833.55833333,0.00000000,0.00006514,1
11834.07500000,0.00000000,0.00002591,1
11835.23333333,0.00004630,0.00000000,0
11835.60000000,0.00000000,0.00002776,1
11839.12500000,0.00000000,0.00001997,1
11839.70833333,0.00055059,0.00016285,2
11840.00000000,0.00020796,0.00033510,6
11842.78333333,0.00021753,0.00005136,2
11844.49166667,0.00007366,0.00000000,0
11844.80833333,0.00004893,0.00000000,0
11845.00000000,0.00000000,0.00002155,1
11847.30833333,0.00011623,0.00000000,0
11847.33333333,0.00009557,0.00002017,7
11849.50833333,0.00004005,0.00000000,0
11850.00000000,0.00161252,0.00211489,6
11850.08333333,0.00164039,0.00101689,4
11850.20000000,0.00137405,0.00051401,2
11852.95833333,0.00027253,0.00005028,7
11853.09166667,0.00014161,0.00000000,0
11860.00000000,0.00030829,0.00033913,5
11863.81666667,0.00004884,0.00000000,0
11863.83333333,0.00004478,0.00002020,3
11865.25833333,0.00010827,0.00008553,4
11868.60000000,0.00032401,0.00013273,3
11868.63333333,0.00036193,0.00011821,2
11869.52500000,0.00004225,0.00000000,0
11869.77500000,0.00000000,0.00005183,1
11870.00000000,0.00202285,0.00226253,5
11875.00000000,0.00039143,0.00041324,5
11875.32500000,0.00005271,0.00000000,0
11880.00000000,0.00028669,0.00038508,6
11884.98333333,0.00006074,0.00005610,5
11888.54166667,0.00005914,0.00000000,0
11888.65833333,0.00003321,0.00000000,0
11889.56666667,0.00094986,0.00168283,8
11890.00000000,0.00254359,0.00292365,5
11891.42500000,0.00000000,0.00004290,1
11892.21666667,0.00046351,0.00027123,3
11892.36666667,0.00010037,0.00000000,0
11892.41666667,0.00007206,0.00000000,0
11894.45833333,0.00467290,0.00206339,3
11894.48333333,0.00476837,0.00187762,2
11894.81666667,0.00003709,0.00003587,5
11894.83333333,0.00004110,0.00003412,4
11895.27500000,0.00004097,0.00000000,0
11896.79166667,0.00006079,0.00005526,5
11896.95833333,0.00004074,0.00000000,0
11900.00000000,0.00093457,0.00091118,5
11905.00000000,0.00000000,0.00002711,1
11906.95000000,0.00000000,0.00003392,1
11910.00000000,0.00317656,0.00360404,5
11911.10000000,0.00006306,0.00002257,2
11912.55000000,0.00005595,0.00001988,2
11914.06666667,0.00083752,0.00098017,5
11918.70833333,0.00000000,0.00004741,1
11920.00000000,0.00049777,0.00052680,5
11923.62500000,0.00427152,0.00046481,0
11923.82500000,0.00000000,0.00002953,1
11925.00000000,0.00013413,0.00005419,2
11926.71666667,0.00003458,0.00000000,0
11926.92500000,0.00000000,0.00002585,1
11928.59166667,0.00004536,0.00000000,0
11928.70833333,0.00003460,0.00000000,0
11930.00000000,0.00291437,0.00323090,5
11931.92500000,0.00684988,0.00081158,0
11936.90000000,0.00010390,0.00000000,0
11940.00000000,0.00036697,0.00037289,5
11944.50833333,0.00009905,0.00000000,0
11944.55000000,0.00004379,0.00002468,3
11944.62500000,0.00009553,0.00000000,0
11944.99166667,0.00000000,0.00003322,1
11946.67500000,0.00025619,0.00009484,2
11947.51666667,0.00000000,0.00010959,1
11947.61666667,0.00000000,0.00007401,1
11947.90000000,0.00000000,0.00019636,1
11950.00000000,0.00250833,0.00269981,5
11950.19166667,0.00000000,0.00004001,1
11953.11666667,0.00004117,0.00004004,5
11955.44166667,0.00000000,0.00036096,1
11955.91666667,0.00005531,0.00000000,0
11956.03333333,0.00003332,0.00000000,0
11957.72500000,0.00038931,0.00020710,3
11957.75833333,0.00043345,0.00020751,3
11960.00000000,0.00027285,0.00031237,5
11962.89166667,0.00007546,0.00009194,6
11970.00000000,0.00252179,0.00284789,5
11972.65833333,0.00000000,0.00001979,1
11975.02500000,0.00035034,0.00008635,2
11975.13333333,0.00006479,0.00006096,5
11977.00833333,0.00000000,0.00015270,1
11978.40000000,0.00000000,0.00005802,1
11980.00000000,0.00034528,0.00036370,5
11981.65833333,0.00007504,0.00005831,4
11981.69166667,0.00006825,0.00007163,5
11985.00833333,0.00004858,0.00003786,4
11985.23333333,0.00005752,0.00000000,0
11990.00000000,0.00246408,0.00274104,5
11991.84166667,0.00000000,0.00008982,1
11994.03333333,0.00011730,0.00003591,2
11994.15000000,0.00027595,0.00016740,3
11994.24166667,0.00024384,0.00007703,2
11994.37500000,0.00000000,0.00010515,1
11999.85000000,0.00043663,0.00032820,4
12000.00000000,0.13029484,0.09009191,4
12000.22500000,0.00003500,0.00002727,4
12000.35833333,0.00004987,0.00002027,3
12006.24166667,0.00181597,0.00097608,3
12006.33333333,0.00239264,0.00084986,2
12010.00000000,0.00219188,0.00246594,5
12011.72500000,0.00009523,0.00009218,5
12011.99166667,0.00006445,0.00003439,3
12013.16666667,0.00000000,0.00004658,1
12013.17500000,0.00000000,0.00004740,1
12015.00000000,0.00000000,0.00002113,1
12015.45833333,0.00007352,0.00000000,0
12015.57500000,0.00004379,0.00000000,0
12017.94166667,0.00063870,0.00024783,2
12018.05833333,0.00052341,0.00021078,2
12018.58333333,0.00003737,0.00000000,0
12019.01666667,0.00000000,0.00002908,1
12019.89166667,0.00014301,0.00000000,0
12020.00000000,0.00028643,0.00040646,6
12020.12500000,0.00008616,0.00000000,0
12021.49166667,0.00000000,0.00002404,1
12024.16666667,0.00000000,0.00009867,1
12025.00000000,0.00020393,0.00004068,7
12025.60833333,0.00004031,0.00000000,0
12030.00000000,0.00201403,0.00222495,5
12030.43333333,0.00000000,0.00004225,1
12031.25833333,0.00000000,0.00003140,1
12033.72500000,0.00049555,0.00022567,3
12033.74166667,0.00044862,0.00024110,3
12033.83333333,0.00050684,0.00017368,2
12036.21666667,0.00000000,0.00062819,1
12036.32500000,0.00000000,0.00044692,1
12040.00000000,0.00031001,0.00038259,6
12041.30833333,0.00000000,0.00002396,1
12041.34166667,0.00003438,0.00000000,0
12042.43333333,0.00000000,0.00005938,1
12042.47500000,0.00000000,0.00007194,1
12042.54166667,0.00000000,0.00006222,1
12045.00000000,0.00005460,0.00000000,0
12045.38333333,0.00000000,0.00002058,1
12050.00000000,0.00293147,0.00302691,5
12050.19166667,0.00003294,0.00000000,0
12056.75000000,0.00000000,0.00002051,1
12059.39166667,0.00005694,0.00005478,5
12060.00000000,0.00027845,0.00030662,5
12060.53333333,0.00005725,0.00005113,5
12065.00000000,0.00000000,0.00002315,1
12068.61666667,0.00000000,0.00004700,1
12070.00000000,0.00322038,0.00344423,5
12075.00000000,0.00019980,0.00021236,5
12076.06666667,0.00000000,0.00020689,1
12076.10000000,0.00000000,0.00018541,1
12076.25000000,0.00000000,0.00002447,1
12077.75000000,0.00000000,0.00014905,1
12077.86666667,0.00000000,0.00009444,1
12080.00000000,0.00015189,0.00030540,8
12081.79166667,0.00003361,0.00000000,0
