freq,int_h2o,int_doh,int_d2o
12414.7667,0.0002,0.0001,0.0000
12414.7833,0.0002,0.0001,0.0000
12417.2667,0.0010,0.0007,0.0004
12417.2750,0.0010,0.0007,0.0004
12425.0000,0.0003,0.0002,0.0001
12439.9917,0.0001,0.0000,0.0000
12461.8667,0.0003,0.0000,0.0000
12461.9000,0.0003,0.0000,0.0000
12470.3833,0.0007,0.0002,0.0001
12475.0000,0.0001,0.0001,0.0000
12479.7417,0.0002,0.0000,0.0000
12479.9917,0.0000,0.0000,0.0000
12480.6667,0.0957,0.0496,0.0354
12480.6833,0.0971,0.0471,0.0341
12480.8750,0.0002,0.0001,0.0001
12480.9667,0.0000,0.0000,0.0000
12482.4250,0.0018,0.0012,0.0008
12482.4417,0.0019,0.0012,0.0008
12488.3250,0.0001,0.0001,0.0001
12488.3333,0.0001,0.0001,0.0001
12488.4000,0.0001,0.0001,0.0001
12496.8417,0.0003,0.0001,0.0001
12498.4500,0.0001,0.0000,0.0000
12498.9667,0.0000,0.0000,0.0000
12499.1583,0.0001,0.0000,0.0000
12499.2583,0.0001,0.0000,0.0000
12499.3583,0.0001,0.0001,0.0000
12499.4583,0.0001,0.0001,0.0000
12499.6000,0.0001,0.0001,0.0000
12499.6917,0.0002,0.0002,0.0000
12499.7333,0.0002,0.0002,0.0001
12499.8083,0.0004,0.0003,0.0001
12499.8417,0.0006,0.0006,0.0002
12500.0000,1.3876,1.1597,0.3387
12500.1583,0.0006,0.0005,0.0001
12500.1917,0.0004,0.0003,0.0001
12500.3083,0.0002,0.0001,0.0000
12500.3583,0.0001,0.0001,0.0000
12500.4000,0.0001,0.0001,0.0000
12500.4917,0.0001,0.0001,0.0000
12500.5417,0.0001,0.0001,0.0000
12500.6417,0.0001,0.0001,0.0000
12500.8333,0.0001,0.0000,0.0000
12501.5833,0.0000,0.0000,0.0000
12501.6750,0.0000,0.0000,0.0000
12510.0000,0.0001,0.0001,0.0000
12519.3167,0.0005,0.0002,0.0001
12519.3333,0.0005,0.0002,0.0001
12525.0083,0.0001,0.0001,0.0000
12548.6167,0.0013,0.0008,0.0006
12550.0000,0.0004,0.0001,0.0001
12554.6583,0.0002,0.0001,0.0001
12554.6750,0.0002,0.0001,0.0001
12554.7417,0.0002,0.0001,0.0001
12563.4333,0.0002,0.0001,0.0000
12570.0000,0.0004,0.0003,0.0001
12585.2250,0.0002,0.0000,0.0000
12590.0000,0.0004,0.0003,0.0001
12594.6667,0.0003,0.0001,0.0001
12594.6750,0.0003,0.0001,0.0001
12599.9917,0.0002,0.0001,0.0001
12608.9500,0.0020,0.0005,0.0003
12609.0167,0.0021,0.0004,0.0003
12613.6167,0.0001,0.0000,0.0000
12613.7333,0.0006,0.0003,0.0002
12613.9167,0.1291,0.0596,0.0327
12614.1250,0.0002,0.0001,0.0001
12617.1583,0.0009,0.0001,0.0000
12617.2667,0.0007,0.0001,0.0001
12618.4833,0.0001,0.0000,0.0000
12618.6083,0.0001,0.0000,0.0000
12620.0500,0.0001,0.0000,0.0000
12620.2000,0.0191,0.0068,0.0050
12620.2833,0.0154,0.0055,0.0039
12620.6417,0.0033,0.0006,0.0004
12620.6750,0.0024,0.0006,0.0002
12620.7583,0.0015,0.0004,0.0004
12624.6250,0.0008,0.0002,0.0002
12626.6917,0.0001,0.0000,0.0000
12629.2333,0.0260,0.0103,0.0083
12629.3083,0.0215,0.0080,0.0070
12633.2250,0.0001,0.0000,0.0000
12633.2333,0.0001,0.0000,0.0000
12636.7417,0.0001,0.0000,0.0000
12646.4333,0.0001,0.0001,0.0000
12646.5250,0.0003,0.0002,0.0001
12646.5333,0.0003,0.0002,0.0001
12656.2500,0.0002,0.0002,0.0001
12670.0000,0.0015,0.0013,0.0004
12690.0000,0.0018,0.0015,0.0005
12692.8083,0.0009,0.0005,0.0002
12710.0000,0.0018,0.0015,0.0005
12723.8500,0.0001,0.0000,0.0000
12723.8833,0.0000,0.0000,0.0000
12725.0000,0.0003,0.0001,0.0000
12730.0000,0.0009,0.0007,0.0003
12733.3083,0.0001,0.0000,0.0000
12733.3333,0.0001,0.0001,0.0000
12741.8250,0.0006,0.0001,0.0001
12741.8500,0.0006,0.0000,0.0001
12742.0167,0.0004,0.0000,0.0000
12743.3250,0.0003,0.0000,0.0000
12743.3333,0.0003,0.0000,0.0000
12743.5083,0.0012,0.0001,0.0001
12750.0000,0.0021,0.0017,0.0005
12751.1500,0.0009,0.0002,0.0002
12754.5583,0.0003,0.0002,0.0001
12760.0167,0.0003,0.0002,0.0001
12760.2333,0.0007,0.0003,0.0002
12760.4000,0.0950,0.0464,0.0220
12760.4333,0.1027,0.0421,0.0204
12760.6250,0.0002,0.0001,0.0000
12770.0000,0.0021,0.0017,0.0006
12772.5417,0.0001,0.0000,0.0000
12775.0000,0.0002,0.0001,0.0000
12779.7417,0.0001,0.0000,0.0000
12790.0000,0.0013,0.0010,0.0003
12800.0000,0.0003,0.0002,0.0000
12810.0000,0.0009,0.0007,0.0002
12812.7500,0.0002,0.0001,0.0001
12812.7750,0.0002,0.0001,0.0000
12814.2250,0.0002,0.0001,0.0000
12830.0000,0.0011,0.0007,0.0003
12841.2833,0.0004,0.0001,0.0001
12850.0000,0.0015,0.0010,0.0004
12870.0000,0.0016,0.0011,0.0004
12880.0000,0.0003,0.0002,0.0001
12890.0000,0.0016,0.0012,0.0004
12890.6250,0.0003,0.0001,0.0000
12890.6500,0.0003,0.0001,0.0000
12910.0000,0.0026,0.0019,0.0007
12925.0000,0.0003,0.0002,0.0001
12930.0000,0.0036,0.0026,0.0009
12930.9500,0.0016,0.0010,0.0006
12931.0500,0.0012,0.0008,0.0005
12940.0083,0.0003,0.0002,0.0001
12944.6667,0.0013,0.0003,0.0004
12944.6833,0.0014,0.0003,0.0004
12950.0000,0.0029,0.0020,0.0008
12960.0000,0.0003,0.0002,0.0001
12960.8667,0.0003,0.0001,0.0000
12960.8833,0.0003,0.0001,0.0000
12970.0000,0.0021,0.0014,0.0006
12980.0000,0.0004,0.0003,0.0001
12980.4667,0.0001,0.0000,0.0000
12990.0000,0.0022,0.0014,0.0006
12993.6667,0.0003,0.0002,0.0001
13000.0083,0.0001,0.0000,0.0000
13006.2667,0.0005,0.0001,0.0001
13010.0000,0.0026,0.0016,0.0006
13015.0000,0.0001,0.0000,0.0000
13017.2500,0.0028,0.0009,0.0005
13017.2833,0.0023,0.0010,0.0005
13017.3417,0.0028,0.0007,0.0003
13020.0000,0.0005,0.0003,0.0001
13021.6083,0.0003,0.0001,0.0000
13025.0000,0.0003,0.0001,0.0000
13025.5250,0.0011,0.0002,0.0001
13025.5333,0.0011,0.0002,0.0001
13025.6250,0.0012,0.0001,0.0000
13030.0000,0.0028,0.0018,0.0007
13033.0917,0.0009,0.0002,0.0000
13033.2000,0.0008,0.0001,0.0000
13037.0833,0.0000,0.0000,0.0000
13040.0000,0.0004,0.0002,0.0001
13050.0000,0.0027,0.0018,0.0007
13060.0000,0.0004,0.0002,0.0001
13067.8583,0.0005,0.0002,0.0001
13067.8833,0.0005,0.0002,0.0001
13070.0000,0.0029,0.0018,0.0007
13075.0000,0.0002,0.0001,0.0000
13076.1667,0.0001,0.0000,0.0000
13076.1750,0.0001,0.0000,0.0000
13077.0167,0.0002,0.0000,0.0000
13077.0667,0.0001,0.0000,0.0000
13077.1333,0.0003,0.0000,0.0000
13080.0000,0.0005,0.0003,0.0001
13085.9333,0.0005,0.0003,0.0001
13087.1167,0.0042,0.0011,0.0003
13087.1333,0.0040,0.0012,0.0003
13087.2083,0.0043,0.0008,0.0002
13087.4083,0.0023,0.0005,0.0001
13087.4333,0.0020,0.0006,0.0001
13087.5000,0.0023,0.0004,0.0001
13090.0000,0.0032,0.0020,0.0008
13100.0000,0.0007,0.0005,0.0001
13102.8750,0.0047,0.0008,0.0002
13102.9667,0.0054,0.0006,0.0002
13108.5500,0.0001,0.0000,0.0000
13108.5750,0.0001,0.0000,0.0000
13110.0000,0.0025,0.0015,0.0006
13112.2417,0.0002,0.0001,0.0000
13112.2833,0.0002,0.0001,0.0000
13112.9583,0.0002,0.0001,0.0000
13112.9917,0.0002,0.0001,0.0000
13113.7583,0.0001,0.0000,0.0000
13119.9667,0.0002,0.0002,0.0001
13120.0000,0.0003,0.0001,0.0001
13125.0000,0.0009,0.0007,0.0002
13130.0000,0.0021,0.0012,0.0005
13140.0000,0.0004,0.0002,0.0001
13149.8167,0.0001,0.0001,0.0000
13150.0000,0.0023,0.0014,0.0006
13160.0000,0.0003,0.0002,0.0001
13170.0000,0.0023,0.0013,0.0006
13175.0000,0.0002,0.0001,0.0000
13180.0000,0.0002,0.0001,0.0000
13190.0000,0.0018,0.0009,0.0004
13194.9167,0.0016,0.0005,0.0001
13194.9333,0.0015,0.0006,0.0001
13195.0000,0.0016,0.0004,0.0001
13210.0000,0.0015,0.0008,0.0004
13221.4500,0.0001,0.0000,0.0000
13221.4750,0.0001,0.0000,0.0000
13226.4167,0.0005,0.0002,0.0001
13230.0000,0.0015,0.0008,0.0004
13240.0000,0.0002,0.0001,0.0000
13250.0000,0.0015,0.0006,0.0004
13260.0000,0.0003,0.0002,0.0000
13263.9000,0.0001,0.0000,0.0000
13270.0000,0.0012,0.0006,0.0003
13275.0000,0.0002,0.0001,0.0000
13280.0000,0.0002,0.0002,0.0001
13281.2500,0.0002,0.0001,0.0000
13290.0000,0.0012,0.0005,0.0003
13300.0000,0.0004,0.0002,0.0001
13303.3167,0.0002,0.0000,0.0000
13303.3417,0.0002,0.0000,0.0000
13310.0000,0.0012,0.0005,0.0003
13320.0000,0.0001,0.0001,0.0000
13330.0000,0.0015,0.0006,0.0004
13334.2833,0.0023,0.0017,0.0013
13340.0000,0.0002,0.0001,0.0000
13350.0000,0.0017,0.0007,0.0004
13360.0000,0.0002,0.0001,0.0001
13370.0000,0.0020,0.0008,0.0005
13380.0000,0.0003,0.0001,0.0000
13390.0000,0.0023,0.0009,0.0006
13400.0000,0.0007,0.0002,0.0002
13406.5083,0.0008,0.0002,0.0000
13406.5333,0.0008,0.0002,0.0000
13408.9667,0.0002,0.0000,0.0000
13408.9750,0.0002,0.0000,0.0000
13410.0000,0.0027,0.0009,0.0007
13420.0000,0.0003,0.0001,0.0001
13430.0000,0.0029,0.0009,0.0007
13440.0000,0.0004,0.0001,0.0001
13449.3250,0.0021,0.0004,0.0002
13449.4500,0.0038,0.0005,0.0002
13449.4750,0.0035,0.0006,0.0002
13449.5750,0.0019,0.0003,0.0001
13450.0000,0.0033,0.0010,0.0008
13460.0000,0.0003,0.0001,0.0001
13470.0000,0.0039,0.0011,0.0010
13476.5583,0.0002,0.0001,0.0001
13480.0000,0.0004,0.0002,0.0001
13490.0000,0.0044,0.0012,0.0012
13500.0000,0.0006,0.0001,0.0002
13510.0000,0.0045,0.0011,0.0012
13515.6333,0.0001,0.0000,0.0000
13519.0083,0.0003,0.0002,0.0001
13520.0000,0.0006,0.0002,0.0001
13525.0000,0.0003,0.0000,0.0000
13530.0000,0.0042,0.0010,0.0011
13540.0000,0.0004,0.0001,0.0002
13550.0000,0.0035,0.0007,0.0010
13560.0000,0.0005,0.0001,0.0001
13570.0000,0.0028,0.0006,0.0008
13575.0000,0.0001,0.0000,0.0000
13580.0000,0.0004,0.0001,0.0001
13590.0000,0.0025,0.0004,0.0007
13593.7500,0.0001,0.0000,0.0000
13600.0000,0.0003,0.0001,0.0001
13610.0000,0.0026,0.0004,0.0007
13610.2000,0.0036,0.0006,0.0002
13610.2417,0.0024,0.0008,0.0002
13610.3083,0.0039,0.0005,0.0002
13620.0000,0.0004,0.0000,0.0001
13623.2833,0.0002,0.0001,0.0001
13624.4083,0.0003,0.0001,0.0000
13625.0000,0.0001,0.0000,0.0001
13626.3500,0.0003,0.0001,0.0001
13630.0000,0.0024,0.0003,0.0007
13640.0000,0.0004,0.0000,0.0001
13650.0000,0.0023,0.0003,0.0005
13660.0000,0.0003,0.0000,0.0001
13670.0000,0.0019,0.0002,0.0005
13671.8667,0.0002,0.0000,0.0000
13671.8750,0.0002,0.0000,0.0000
13690.0000,0.0018,0.0002,0.0005
13698.4500,0.0036,0.0007,0.0001
13698.4917,0.0028,0.0008,0.0001
13698.5500,0.0042,0.0006,0.0001
13700.0000,0.0002,0.0000,0.0001
13708.3750,0.0001,0.0000,0.0000
13710.0000,0.0015,0.0001,0.0005
13723.7583,0.0001,0.0000,0.0000
13730.0000,0.0012,0.0001,0.0003
13735.4667,0.0001,0.0000,0.0000
13739.6083,0.0024,0.0008,0.0004
13749.8000,0.0001,0.0001,0.0000
13750.0000,0.0020,0.0001,0.0000
13757.3667,0.0001,0.0001,0.0000
13759.9167,0.0000,0.0000,0.0000
13760.6250,0.0001,0.0000,0.0000
13764.6833,0.0001,0.0001,0.0001
13769.6500,0.0003,0.0000,0.0000
13770.0000,0.0008,0.0001,0.0002
13790.0000,0.0007,0.0000,0.0002
13800.0000,0.0004,0.0000,0.0001
13809.0333,0.0001,0.0000,0.0000
13810.0000,0.0007,0.0001,0.0002
13822.2917,0.0080,0.0021,0.0022
13823.0833,0.0005,0.0001,0.0001
13824.8833,0.0002,0.0001,0.0001
13830.0000,0.0008,0.0001,0.0002
13841.6083,0.0001,0.0000,0.0000
13841.6417,0.0001,0.0000,0.0000
13850.0000,0.0010,0.0001,0.0004
13859.7083,0.0026,0.0005,0.0000
13859.7250,0.0027,0.0007,0.0000
13859.8333,0.0026,0.0005,0.0001
13866.9000,0.0001,0.0000,0.0000
13867.1833,0.0001,0.0000,0.0000
13869.3750,0.0004,0.0002,0.0002
13870.0000,0.0010,0.0002,0.0003
13875.0000,0.0001,0.0000,0.0001
13885.6583,0.0004,0.0001,0.0000
13885.6917,0.0004,0.0001,0.0000
13890.0000,0.0010,0.0002,0.0003
13898.5500,0.0004,0.0001,0.0001
13900.0000,0.0003,0.0000,0.0001
13907.5083,0.0047,0.0002,0.0002
13910.0000,0.0008,0.0002,0.0003
13919.6417,0.0001,0.0000,0.0000
13920.8167,0.0001,0.0000,0.0000
13920.8250,0.0001,0.0000,0.0000
13925.0000,0.0002,0.0000,0.0000
13930.0000,0.0008,0.0002,0.0003
13942.4667,0.0019,0.0013,0.0003
13942.4917,0.0021,0.0014,0.0003
13950.0083,0.0010,0.0002,0.0003
13960.0083,0.0001,0.0000,0.0001
13970.0000,0.0010,0.0003,0.0003
13980.0000,0.0001,0.0000,0.0000
13990.0000,0.0010,0.0003,0.0003
14000.0000,0.0011,0.0004,0.0003
14010.0000,0.0011,0.0004,0.0004
14020.0000,0.0001,0.0000,0.0000
14025.0000,0.0002,0.0000,0.0001
14027.5417,0.0001,0.0001,0.0000
14030.0000,0.0012,0.0005,0.0004
14039.9667,0.0001,0.0000,0.0000
14040.0000,0.0001,0.0000,0.0000
14040.9250,0.0008,0.0002,0.0001
14050.0000,0.0012,0.0005,0.0004
14051.9917,0.0028,0.0007,0.0001
14052.1083,0.0030,0.0006,0.0002
14060.0000,0.0001,0.0001,0.0000
14068.2667,0.0001,0.0001,0.0000
14068.2833,0.0001,0.0001,0.0000
14070.0000,0.0011,0.0005,0.0004
14075.0083,0.0001,0.0000,0.0000
14090.0000,0.0011,0.0005,0.0004
14110.0000,0.0010,0.0005,0.0004
14114.9917,0.0001,0.0000,0.0000
14130.0000,0.0009,0.0005,0.0003
14135.0083,0.0000,0.0000,0.0000
14138.6583,0.0002,0.0001,0.0000
14150.0000,0.0007,0.0005,0.0003
14160.0083,0.0001,0.0001,0.0000
14164.9667,0.0005,0.0002,0.0000
14165.0167,0.0005,0.0002,0.0000
14165.0333,0.0005,0.0002,0.0000
14170.0000,0.0007,0.0005,0.0003
14174.9917,0.0001,0.0000,0.0000
14180.0000,0.0005,0.0001,0.0000
14180.0583,0.0005,0.0001,0.0000
14180.0833,0.0004,0.0001,0.0000
14190.0000,0.0006,0.0005,0.0003
14200.0000,0.0009,0.0003,0.0002
14204.1583,0.0002,0.0001,0.0001
14204.1750,0.0002,0.0001,0.0001
14205.3500,0.0003,0.0001,0.0000
14210.0000,0.0006,0.0005,0.0003
14220.0000,0.0001,0.0001,0.0000
14230.0000,0.0007,0.0005,0.0003
14232.0667,0.0001,0.0001,0.0000
14232.0833,0.0001,0.0001,0.0000
14250.0000,0.0007,0.0006,0.0003
14255.0083,0.0001,0.0001,0.0000
14270.0000,0.0008,0.0007,0.0004
14274.7417,0.0013,0.0004,0.0001
14274.8583,0.0013,0.0003,0.0002
14275.0000,0.0001,0.0001,0.0000
14281.0250,0.0021,0.0004,0.0001
14281.0333,0.0021,0.0005,0.0001
14281.1417,0.0020,0.0003,0.0002
14288.5417,0.0003,0.0001,0.0000
14290.0000,0.0009,0.0007,0.0004
14295.0083,0.0001,0.0001,0.0000
14297.0333,0.0001,0.0000,0.0000
14301.9167,0.0001,0.0000,0.0000
14310.0000,0.0009,0.0007,0.0004
14320.0000,0.0002,0.0001,0.0001
14325.0083,0.0000,0.0000,0.0000
14335.0250,0.0001,0.0000,0.0000
14337.9250,0.0001,0.0001,0.0000
14340.0000,0.0001,0.0001,0.0000
14350.0000,0.0007,0.0006,0.0004
14360.0000,0.0001,0.0001,0.0000
14364.3750,0.0249,0.0062,0.0025
14364.4583,0.0142,0.0040,0.0024
14380.0000,0.0001,0.0001,0.0001
14398.4167,0.0022,0.0004,0.0000
14398.4417,0.0019,0.0005,0.0000
14398.5250,0.0022,0.0003,0.0001
14398.5333,0.0023,0.0003,0.0001
14414.9917,0.0001,0.0001,0.0000
14416.6167,0.0001,0.0000,0.0000
14416.6250,0.0001,0.0000,0.0000
14417.2167,0.0074,0.0009,0.0005
14417.2333,0.0077,0.0009,0.0005
14417.3167,0.0050,0.0010,0.0004
14420.0000,0.0001,0.0001,0.0000
14433.3167,0.0001,0.0000,0.0000
14443.7750,0.0001,0.0001,0.0000
14450.2833,0.0003,0.0000,0.0000
14495.0000,0.0001,0.0001,0.0000
14524.7667,0.0009,0.0002,0.0000
14524.7833,0.0009,0.0002,0.0000
14524.8917,0.0007,0.0001,0.0000
14550.0000,0.0008,0.0006,0.0003
14551.2500,0.0011,0.0002,0.0000
14551.3667,0.0007,0.0001,0.0000
14563.1167,0.0001,0.0000,0.0000
14563.1333,0.0001,0.0000,0.0000
14571.5083,0.0011,0.0002,0.0001
14571.5333,0.0010,0.0003,0.0001
14571.6333,0.0010,0.0001,0.0001
14577.4667,0.0002,0.0000,0.0000
14577.5667,0.0001,0.0000,0.0000
14577.5833,0.0001,0.0000,0.0000
14605.9917,0.0001,0.0000,0.0000
14625.0000,0.0001,0.0001,0.0000
14634.1750,0.0019,0.0004,0.0001
14634.2583,0.0026,0.0006,0.0001
14634.2750,0.0025,0.0006,0.0001
14669.9250,0.0024,0.0011,0.0001
14670.0000,0.0022,0.0018,0.0005
14670.0583,0.0065,0.0031,0.0002
14670.0833,0.0070,0.0028,0.0001
14718.4500,0.0000,0.0000,0.0000
14718.4750,0.0001,0.0000,0.0000
14729.3667,0.0003,0.0000,0.0000
14747.6917,0.0003,0.0001,0.0000
14747.7667,0.0003,0.0001,0.0000
14750.0000,0.0010,0.0008,0.0004
14756.6167,0.0001,0.0001,0.0000
14756.6333,0.0001,0.0001,0.0000
14772.4167,0.0044,0.0006,0.0001
14772.4667,0.0039,0.0005,0.0001
14775.0000,0.0001,0.0000,0.0000
14821.6500,0.0005,0.0002,0.0001
14821.6750,0.0005,0.0003,0.0001
14821.7583,0.0007,0.0002,0.0001
14826.6583,0.0014,0.0003,0.0001
14826.6750,0.0013,0.0003,0.0001
14826.7750,0.0015,0.0002,0.0001
14827.9250,0.0001,0.0000,0.0000
14827.9583,0.0001,0.0000,0.0000
14834.3917,0.0004,0.0001,0.0000
14854.1167,0.0001,0.0000,0.0000
14886.5667,0.0001,0.0000,0.0000
14899.0667,0.0005,0.0002,0.0001
14899.0917,0.0004,0.0002,0.0001
14899.1750,0.0006,0.0002,0.0001
14900.6500,0.0001,0.0000,0.0000
14904.6167,0.0001,0.0000,0.0000
14904.6333,0.0001,0.0000,0.0000
14913.1500,0.0001,0.0001,0.0001
14919.1667,0.0001,0.0000,0.0000
14936.5667,0.0001,0.0000,0.0000
14936.5917,0.0001,0.0000,0.0000
14955.8667,0.0004,0.0000,0.0000
14955.8750,0.0004,0.0000,0.0000
14964.7083,0.0004,0.0001,0.0001
14967.8000,0.0001,0.0000,0.0000
14973.7417,0.0007,0.0002,0.0001
14973.7750,0.0005,0.0002,0.0001
14973.8583,0.0007,0.0002,0.0001
14974.9583,0.0004,0.0001,0.0000
14975.1000,0.0584,0.0212,0.0084
14975.2000,0.0581,0.0177,0.0083
14975.3750,0.0002,0.0000,0.0000
14984.7333,0.0003,0.0001,0.0000
14984.8167,0.0002,0.0001,0.0000
14984.8500,0.0003,0.0001,0.0000
14995.2167,0.0001,0.0000,0.0000
14995.2250,0.0001,0.0000,0.0000
14995.8083,0.0001,0.0000,0.0000
15014.5583,0.0006,0.0004,0.0001
15017.3667,0.0001,0.0000,0.0000
15019.4667,0.0001,0.0000,0.0000
15019.5000,0.0001,0.0000,0.0000
15019.8167,0.0001,0.0000,0.0000
15019.8333,0.0001,0.0000,0.0000
15042.3583,0.0011,0.0003,0.0001
15042.3833,0.0009,0.0003,0.0001
15042.4750,0.0013,0.0002,0.0001
15051.1333,0.0001,0.0000,0.0000
15051.7500,0.0001,0.0000,0.0000
15051.7750,0.0001,0.0000,0.0000
15053.0250,0.0008,0.0003,0.0001
15053.0333,0.0007,0.0004,0.0001
15053.1250,0.0009,0.0003,0.0001
15064.3083,0.0003,0.0001,0.0000
15064.3250,0.0003,0.0001,0.0000
15064.4167,0.0003,0.0001,0.0000
15064.4333,0.0003,0.0001,0.0000
15074.9917,0.0001,0.0001,0.0000
15079.6167,0.0001,0.0001,0.0000
15080.9167,0.0023,0.0003,0.0000
15080.9417,0.0020,0.0004,0.0000
15081.0417,0.0020,0.0003,0.0001
15099.9250,0.0014,0.0009,0.0000
15099.9333,0.0014,0.0010,0.0000
15100.0000,0.0052,0.0019,0.0001
15100.0417,0.0078,0.0037,0.0000
15100.1083,0.0033,0.0019,0.0000
15100.1417,0.0031,0.0025,0.0000
15125.0000,0.0027,0.0020,0.0024
15128.4667,0.0001,0.0000,0.0000
15128.4750,0.0001,0.0000,0.0000
15131.2333,0.0785,0.0322,0.0108
15131.3333,0.1043,0.0315,0.0119
15131.5083,0.0003,0.0001,0.0000
15136.1417,0.0002,0.0001,0.0000
15136.9917,0.0001,0.0001,0.0000
15140.4583,0.0033,0.0003,0.0000
15140.5750,0.0020,0.0002,0.0000
15142.9417,0.0281,0.0086,0.0019
15143.0583,0.0243,0.0078,0.0019
15144.8833,0.0058,0.0008,0.0001
15145.0000,0.0021,0.0003,0.0002
15145.1167,0.0044,0.0004,0.0001
15147.8083,0.0006,0.0002,0.0000
15147.9167,0.0007,0.0002,0.0000
15150.0000,0.0005,0.0001,0.0001
15150.6667,0.0002,0.0000,0.0000
15158.7250,0.0213,0.0079,0.0003
15158.8083,0.0165,0.0067,0.0006
15158.8417,0.0215,0.0059,0.0005
15166.3000,0.0001,0.0000,0.0000
15175.0000,0.0001,0.0001,0.0000
15180.3083,0.0012,0.0003,0.0001
15180.3250,0.0011,0.0003,0.0001
15180.4250,0.0006,0.0001,0.0001
15180.4333,0.0006,0.0001,0.0001
15229.5583,0.0004,0.0001,0.0000
15229.5833,0.0003,0.0001,0.0000
15234.3750,0.0001,0.0000,0.0000
15237.0750,0.0001,0.0000,0.0000
15250.0000,0.0004,0.0002,0.0002
15253.6917,0.0090,0.0016,0.0008
15260.0000,0.0002,0.0001,0.0000
15266.4583,0.0001,0.0000,0.0000
15272.3417,0.0023,0.0004,0.0002
15272.4583,0.0021,0.0003,0.0002
15280.0000,0.0001,0.0001,0.0000
15310.6583,0.0376,0.0108,0.0010
15310.6750,0.0401,0.0130,0.0010
15310.7917,0.0417,0.0119,0.0024
15320.0000,0.0001,0.0001,0.0000
15360.0000,0.0001,0.0001,0.0000
15362.5000,0.0001,0.0000,0.0000
15364.1667,0.0002,0.0000,0.0000
15364.5667,0.0003,0.0002,0.0001
15380.0000,0.0002,0.0001,0.0000
15389.3833,0.0001,0.0000,0.0000
15389.7917,0.0001,0.0000,0.0000
15390.0000,0.0006,0.0005,0.0001
15414.4167,0.0004,0.0000,0.0000
15414.4667,0.0003,0.0001,0.0000
15414.4750,0.0003,0.0001,0.0000
15430.0000,0.0004,0.0003,0.0001
15439.8833,0.0002,0.0001,0.0000
15439.9500,0.0002,0.0002,0.0000
15450.0000,0.0008,0.0004,0.0002
15454.9917,0.0001,0.0001,0.0000
15460.3083,0.0006,0.0001,0.0000
15462.7167,0.0011,0.0002,0.0000
15475.0000,0.0001,0.0000,0.0000
15490.0000,0.0003,0.0002,0.0001
15495.7000,0.0001,0.0000,0.0000
15495.7583,0.0001,0.0001,0.0000
15500.0000,0.0003,0.0002,0.0001
15504.7083,0.0000,0.0000,0.0000
15504.7583,0.0001,0.0000,0.0000
15504.8083,0.0000,0.0000,0.0000
15510.0000,0.0004,0.0002,0.0001
15520.0000,0.0002,0.0001,0.0000
15530.0000,0.0003,0.0002,0.0001
15540.0000,0.0003,0.0001,0.0000
15550.0000,0.0005,0.0002,0.0001
15556.1583,0.0002,0.0000,0.0000
15556.1750,0.0002,0.0000,0.0000
15556.2583,0.0001,0.0000,0.0000
15560.0000,0.0002,0.0001,0.0001
15568.0250,0.0001,0.0000,0.0000
15570.0000,0.0003,0.0001,0.0001
15571.8167,0.0004,0.0001,0.0001
15571.8250,0.0004,0.0001,0.0001
15580.0000,0.0002,0.0001,0.0001
15581.6667,0.0010,0.0004,0.0002
15581.7000,0.0011,0.0004,0.0002
15590.0000,0.0003,0.0001,0.0001
15600.0000,0.0006,0.0002,0.0001
15605.6667,0.0020,0.0010,0.0007
15605.6833,0.0020,0.0009,0.0007
15610.0000,0.0003,0.0001,0.0001
15620.0000,0.0004,0.0002,0.0001
15630.0000,0.0002,0.0001,0.0000
15633.4917,0.0023,0.0005,0.0002
15640.0000,0.0003,0.0003,0.0001
15644.3083,0.0003,0.0003,0.0002
15650.0000,0.0002,0.0001,0.0000
15660.0000,0.0003,0.0003,0.0001
15675.0000,0.0001,0.0000,0.0000
15719.6583,0.0002,0.0001,0.0000
15719.6750,0.0002,0.0001,0.0000
15720.0000,0.0003,0.0002,0.0000
15731.1333,0.0015,0.0003,0.0001
15731.2500,0.0013,0.0002,0.0001
15738.9250,0.0028,0.0011,0.0007
15742.1917,0.0001,0.0000,0.0000
15745.2000,0.0004,0.0001,0.0001
15745.2250,0.0004,0.0001,0.0001
15745.2833,0.0003,0.0001,0.0001
15754.2333,0.0006,0.0002,0.0002
15754.3167,0.0005,0.0001,0.0001
15769.9917,0.0001,0.0001,0.0000
15775.0000,0.0001,0.0001,0.0000
15778.0000,0.0001,0.0000,0.0000
15780.0000,0.0004,0.0003,0.0001
15795.0000,0.0001,0.0001,0.0000
15810.0000,0.0002,0.0001,0.0000
15815.0000,0.0002,0.0001,0.0000
15818.9250,0.0023,0.0004,0.0001
15818.9333,0.0023,0.0004,0.0001
15819.0583,0.0016,0.0002,0.0001
15820.0000,0.0006,0.0005,0.0001
15830.0000,0.0002,0.0001,0.0000
15835.0000,0.0002,0.0001,0.0000
15840.0000,0.0006,0.0005,0.0001
15850.0000,0.0004,0.0003,0.0001
15860.0000,0.0007,0.0005,0.0001
15870.0000,0.0002,0.0001,0.0000
15879.5583,0.0002,0.0001,0.0001
15880.0000,0.0007,0.0005,0.0001
15885.4083,0.0020,0.0008,0.0006
15885.4333,0.0021,0.0008,0.0005
15890.0000,0.0002,0.0001,0.0000
15894.0250,0.0001,0.0000,0.0000
15895.0000,0.0003,0.0002,0.0000
