freq,int_h2o,int_doh,int_d2o
15854.9917,0.0001,0.0000,0.0000
15887.1583,0.0001,0.0000,0.0000
15893.9333,0.0001,0.0000,0.0000
15894.0500,0.0001,0.0000,0.0000
15913.0750,0.0001,0.0000,0.0000
15925.0000,0.0001,0.0001,0.0000
15945.6500,0.0003,0.0000,0.0000
15951.1667,0.0003,0.0000,0.0000
15951.1750,0.0003,0.0000,0.0000
15982.8333,0.0006,0.0001,0.0000
15982.9333,0.0005,0.0001,0.0000
15995.0000,0.0001,0.0001,0.0000
16025.0000,0.0000,0.0000,0.0000
16035.0083,0.0001,0.0000,0.0000
16047.8083,0.0001,0.0000,0.0000
16047.8250,0.0001,0.0000,0.0000
16055.0000,0.0001,0.0001,0.0000
16069.7583,0.0001,0.0000,0.0000
16083.6833,0.0000,0.0000,0.0000
16091.5417,0.0001,0.0001,0.0000
16091.6583,0.0001,0.0000,0.0000
16095.0000,0.0000,0.0000,0.0000
16115.0083,0.0000,0.0000,0.0000
16121.5000,0.0001,0.0000,0.0000
16135.0000,0.0001,0.0000,0.0000
16146.6000,0.0002,0.0000,0.0000
16155.0000,0.0001,0.0000,0.0000
16195.0000,0.0001,0.0000,0.0000
16215.0083,0.0001,0.0000,0.0000
16224.9917,0.0000,0.0000,0.0000
16230.1917,0.0000,0.0000,0.0000
16233.5667,0.0001,0.0000,0.0000
16233.5917,0.0001,0.0000,0.0000
16255.0000,0.0001,0.0000,0.0000
16283.0083,0.0006,0.0001,0.0000
16283.1333,0.0005,0.0000,0.0000
16355.0000,0.0000,0.0000,0.0000
16363.4000,0.0000,0.0000,0.0000
16371.4250,0.0000,0.0000,0.0000
16371.5167,0.0000,0.0000,0.0000
16388.8833,0.0001,0.0000,0.0000
16390.0000,0.0001,0.0001,0.0000
16408.6167,0.0001,0.0000,0.0000
16449.3833,0.0004,0.0001,0.0000
16449.4917,0.0002,0.0000,0.0000
16528.6667,0.0004,0.0001,0.0000
16528.7917,0.0003,0.0000,0.0000
16579.3250,0.0001,0.0000,0.0000
16586.1917,0.0000,0.0000,0.0000
16644.7667,0.0003,0.0001,0.0000
16644.7750,0.0003,0.0001,0.0000
16645.6667,0.0003,0.0001,0.0000
16645.6750,0.0003,0.0001,0.0000
16675.0000,0.0001,0.0000,0.0000
16841.9167,0.0004,0.0001,0.0000
16841.9250,0.0004,0.0001,0.0000
16842.0417,0.0003,0.0000,0.0000
16894.6167,0.0002,0.0000,0.0000
16894.6417,0.0002,0.0000,0.0000
17003.6000,0.0004,0.0001,0.0000
17003.7167,0.0002,0.0000,0.0000
17003.7250,0.0002,0.0000,0.0000
17016.7167,0.0002,0.0000,0.0000
17016.7250,0.0002,0.0000,0.0000
17122.5750,0.0006,0.0001,0.0000
17122.6667,0.0004,0.0000,0.0000
17330.3500,0.0002,0.0000,0.0000
17380.1667,0.0001,0.0000,0.0000
17425.0167,0.0002,0.0001,0.0000
17475.0417,0.0001,0.0000,0.0000
17557.7167,0.0000,0.0000,0.0000
17557.7333,0.0000,0.0000,0.0000
17702.5833,0.0001,0.0000,0.0000
17795.0417,0.0001,0.0001,0.0000
17795.0833,0.0002,0.0001,0.0000
17795.1917,0.0000,0.0000,0.0000
6074.2167,0.0001,0.0000,0.0001
6123.0417,0.0001,0.0000,0.0001
6190.0083,0.0000,0.0000,0.0000
6328.1250,0.0000,0.0000,0.0001
6390.0000,0.0001,0.0001,0.0001
6900.0000,0.0017,0.0008,0.0024
7050.0000,0.0008,0.0005,0.0011
7124.9917,0.0007,0.0006,0.0010
7170.0000,0.0001,0.0000,0.0002
7210.0000,0.0002,0.0001,0.0003
7230.0000,0.0001,0.0001,0.0002
7285.0000,0.0000,0.0000,0.0000
7290.0000,0.0003,0.0001,0.0003
7321.9833,0.0001,0.0001,0.0001
7325.0000,0.0001,0.0001,0.0001
7350.0000,0.0003,0.0003,0.0009
7402.8250,0.0000,0.0000,0.0001
7450.0000,0.0003,0.0002,0.0007
7475.0000,0.0004,0.0000,0.0005
7499.7250,0.0000,0.0000,0.0001
7500.0000,0.0027,0.0015,0.0034
7550.0000,0.0005,0.0001,0.0008
7750.0000,0.0012,0.0007,0.0024
7817.8083,0.0012,0.0008,0.0012
7850.0000,0.0009,0.0003,0.0009
7945.0000,0.0001,0.0000,0.0001
7965.0000,0.0000,0.0000,0.0001
7990.0000,0.0002,0.0000,0.0002
8030.0000,0.0002,0.0001,0.0002
8075.0000,0.0001,0.0001,0.0001
8174.0167,0.0004,0.0003,0.0005
8265.0000,0.0000,0.0000,0.0001
8270.0000,0.0001,0.0001,0.0001
8310.0000,0.0001,0.0001,0.0002
8383.1500,0.0002,0.0001,0.0003
8475.0000,0.0000,0.0000,0.0001
8521.3833,0.0001,0.0000,0.0001
8577.9250,0.0001,0.0001,0.0001
8801.1167,0.0001,0.0000,0.0001
8801.1417,0.0001,0.0000,0.0001
9183.5000,0.0000,0.0000,0.0001
9346.7667,0.0001,0.0000,0.0001
9346.7750,0.0001,0.0000,0.0001
9654.7250,0.0000,0.0000,0.0001
9654.7500,0.0001,0.0000,0.0001
9789.3250,0.0001,0.0000,0.0001
9950.0000,0.0006,0.0004,0.0007
10000.0000,0.0009,0.0006,0.0017
10073.5167,0.0000,0.0000,0.0001
10125.0000,0.0003,0.0001,0.0004
10150.0000,0.0014,0.0008,0.0019
10220.0000,0.0001,0.0001,0.0002
10500.0000,0.0008,0.0003,0.0013
10525.0000,0.0002,0.0001,0.0003
10650.0000,0.0008,0.0001,0.0010
10880.0000,0.0001,0.0001,0.0001
10960.0000,0.0001,0.0000,0.0001
11063.4667,0.0001,0.0001,0.0004
11275.0000,0.0001,0.0001,0.0001
11761.6833,0.0001,0.0001,0.0001
11770.2250,0.0007,0.0003,0.0008
11770.2333,0.0007,0.0003,0.0008
11999.8500,0.0004,0.0003,0.0004
14424.0167,0.0002,0.0001,0.0002
15425.0000,0.0001,0.0001,0.0001
16825.9833,0.0001,0.0000,0.0001
17125.0000,0.0002,0.0001,0.0002
17525.0000,0.0001,0.0000,0.0001
