freq,cluster
4853.51086,16
4396.68894,14
5826.64013,0
4714.02407,6
6661.05747,9
7187.49762,13
4213.34505,11
5553.28131,8
6753.48043,9
6685.31656,0
4282.9752,13
7318.42518,8
7032.74012,9
6559.24082,16
3704.63133,11
3489.17246,13
3218.23359,8
6632.47108,12
3241.94431,11
7036.22103,9
6674.9692,18
4351.22252,9
7406.44932,9
5702.12603,20
7259.16624,11
3795.05157,24
5390.73944,0
6683.76684,0
6158.84066,14
6246.82903,16
2121.9492,9
5556.40459,14
7899.28436,8
6579.02956,12
6082.76129,14
5178.2608,12
6107.02038,8
7882.52354,12
5500.44775,0
5682.36113,12
4928.17163,12
6974.98322,18
6431.7584,14
4478.77645,20
6647.26496,3
6841.93373,7
6319.52286,0
6228.57809,2
6283.47397,15
5375.8502,12
4308.80785,11
4281.54469,9
7548.86866,8
4994.80963,12
6720.32833,0
6696.22421,8
6561.14817,13
