freq,int_water,int_deu,cluster
3166.12720000,0.00000000,0.00000000,0
3166.87822000,0.00023097,0.00000000,0
3167.59348000,0.00000000,0.00000000,0
3169.42930000,0.00003128,0.00000000,0
3169.90614000,0.00006759,0.00000000,0
3171.05055000,0.00000000,0.00000000,0
3171.19360000,0.00005788,0.00000000,0
3172.48106000,0.00002315,0.00000000,0
3172.70756000,0.00000000,0.00000000,0
3173.50626000,0.00007187,0.00000000,0
3173.70892000,0.00000000,0.00000000,0
3174.38841000,0.00002035,0.00000000,0
3177.17791000,0.00000000,0.00000000,0
3178.14350000,0.00000000,0.00000000,0
3179.53825000,0.00008939,0.00000000,0
3180.77803000,0.00003419,0.00000000,0
3182.51848000,0.00045616,0.00000000,0
3182.54232000,0.00054383,0.00000000,0
3187.65640000,0.00021612,0.00015630,13
3187.82330000,0.00000000,0.00000000,0
3188.52663000,0.00000000,0.00000000,0
3189.90946000,0.00000000,0.00000000,0
3190.54127000,0.00032396,0.00002556,1
3190.58895000,0.00019220,0.00000000,0
3191.33997000,0.00000000,0.00000000,0
3191.50686000,0.00000000,0.00000000,0
3192.38901000,0.00000000,0.00000000,0
3192.92545000,0.00002075,0.00000000,0
3193.35461000,0.00000000,0.00000000,0
3194.10563000,0.00000000,0.00000000,0
3194.67783000,0.00000000,0.00000000,0
3195.50037000,0.00000000,0.00000000,0
3195.81032000,0.00000000,0.00000000,0
3201.44892000,0.00000000,0.00000000,0
3203.11785000,0.00002506,0.00000000,0
3203.12977000,0.00002527,0.00000000,0
3205.40667000,0.00000000,0.00000000,0
3207.74317000,0.00004884,0.00000000,0
3208.42266000,0.00000000,0.00000000,0
3209.71012000,0.00000000,0.00000000,0
3210.41346000,0.00000000,0.00000000,0
3211.16447000,0.00000000,0.00000000,0
3211.27176000,0.00000000,0.00000000,0
3212.65459000,0.00023479,0.00000000,0
3212.88109000,0.00000000,0.00000000,0
3216.82692000,0.00002130,0.00000000,0
3217.14878000,0.00003545,0.00000000,0
3217.69714000,0.00002712,0.00000000,0
3218.22166000,0.00003382,0.00002226,12
