Frequency,Intensity
2.257251740000000154e+03,0.000000000000000000e+00
2.257585529999999835e+03,0.000000000000000000e+00
2.260184290000000146e+03,0.000000000000000000e+00
2.260553840000000037e+03,0.000000000000000000e+00
2.261841300000000047e+03,0.000000000000000000e+00
2.263224119999999857e+03,1.052218729999999991e-05
2.263891700000000128e+03,0.000000000000000000e+00
2.264106270000000222e+03,0.000000000000000000e+00
2.265620229999999992e+03,1.790969939999999933e-05
2.267444129999999859e+03,0.000000000000000000e+00
2.268207069999999931e+03,0.000000000000000000e+00
2.268564699999999903e+03,0.000000000000000000e+00
2.270042899999999918e+03,0.000000000000000000e+00
2.270543580000000020e+03,8.866188370000000716e-06
2.271401879999999892e+03,0.000000000000000000e+00
2.271974090000000160e+03,0.000000000000000000e+00
2.272105219999999917e+03,0.000000000000000000e+00
2.273678780000000188e+03,0.000000000000000000e+00
2.274119850000000042e+03,0.000000000000000000e+00
2.275383470000000216e+03,0.000000000000000000e+00
2.275884149999999863e+03,0.000000000000000000e+00
2.278780940000000101e+03,0.000000000000000000e+00
2.281057830000000195e+03,0.000000000000000000e+00
2.282297610000000077e+03,0.000000000000000000e+00
2.283024789999999939e+03,0.000000000000000000e+00
2.283799649999999929e+03,0.000000000000000000e+00
2.284514900000000125e+03,0.000000000000000000e+00
2.286159990000000107e+03,1.094649560000000027e-05
2.286243440000000192e+03,0.000000000000000000e+00
2.286636829999999918e+03,0.000000000000000000e+00
2.288770680000000084e+03,0.000000000000000000e+00
2.290046220000000176e+03,0.000000000000000000e+00
2.292108540000000175e+03,0.000000000000000000e+00
2.294921870000000126e+03,0.000000000000000000e+00
2.295708659999999782e+03,0.000000000000000000e+00
2.296245100000000093e+03,0.000000000000000000e+00
2.302992339999999786e+03,0.000000000000000000e+00
2.303683759999999893e+03,0.000000000000000000e+00
2.304697040000000015e+03,0.000000000000000000e+00
2.304971219999999903e+03,0.000000000000000000e+00
2.305102350000000115e+03,0.000000000000000000e+00
2.307331560000000081e+03,0.000000000000000000e+00
2.308571339999999964e+03,0.000000000000000000e+00
2.308869360000000142e+03,0.000000000000000000e+00
2.310717110000000048e+03,1.041340809999999943e-05
2.311468119999999999e+03,0.000000000000000000e+00
2.314448359999999866e+03,1.870111940000000132e-05
2.315711980000000040e+03,8.391106189999999806e-06
2.318084240000000136e+03,0.000000000000000000e+00
2.319014070000000174e+03,0.000000000000000000e+00
2.319335939999999937e+03,9.925056300000000359e-06
2.320587640000000192e+03,0.000000000000000000e+00
2.320945259999999962e+03,1.396195579999999923e-05
2.322316170000000056e+03,0.000000000000000000e+00
2.324223520000000008e+03,9.585791800000000517e-06
2.325904370000000199e+03,0.000000000000000000e+00
2.326178550000000087e+03,0.000000000000000000e+00
2.326476569999999811e+03,0.000000000000000000e+00
2.327394490000000133e+03,0.000000000000000000e+00
2.327883240000000114e+03,8.667715020000000737e-06
2.328538889999999810e+03,0.000000000000000000e+00
2.329659459999999854e+03,8.946733180000000752e-06
2.330589289999999892e+03,2.050285260000000152e-05
2.330875399999999900e+03,0.000000000000000000e+00
2.331960199999999986e+03,0.000000000000000000e+00
2.333974839999999858e+03,1.264171419999999944e-05
2.335071559999999863e+03,0.000000000000000000e+00
2.335739140000000134e+03,1.109091440000000055e-05
2.335870269999999891e+03,0.000000000000000000e+00
2.337253090000000157e+03,0.000000000000000000e+00
