freq,int_doh,int_d2o,cluster
6620.61666667,0.00006516,0.00005674,5
6620.62500000,0.00006570,0.00005644,5
6625.00000000,0.00041710,0.00025137,1
6630.00000000,0.00049594,0.00027224,1
6630.75833333,0.00002905,0.00015184,17
6630.83333333,0.00003324,0.00007415,13
6631.75833333,0.00002160,0.00005837,12
6637.45833333,0.00002239,0.00007684,15
6638.46666667,0.00003448,0.00010434,12
6638.47500000,0.00003436,0.00010503,12
6640.00000000,0.00192269,0.00153859,3
6640.62500000,0.00036704,0.00030557,5
6645.00000000,0.00003565,0.00004872,9
6650.00000000,0.00065118,0.00113151,16
6660.00000000,0.00264962,0.00183822,8
6665.00833333,0.00018155,0.00002788,6
6668.35000000,0.00003235,0.00002213,8
6668.96666667,0.00003556,0.00003230,5
6668.97500000,0.00003551,0.00003259,5
6670.00000000,0.00078905,0.00021953,4
6675.00000000,0.00140886,0.00116698,5
6679.66666667,0.00004584,0.00003342,3
6679.68333333,0.00004970,0.00003071,1
6680.00000000,0.00336636,0.00241442,3
6684.99166667,0.00002828,0.00003758,9
6689.45000000,0.00012853,0.00011289,5
6690.00000000,0.00064156,0.00052475,3
6699.21666667,0.00003252,0.00002045,1
6699.23333333,0.00003135,0.00002184,8
6700.00000000,0.00317631,0.00279282,5
6705.00000000,0.00012784,0.00004501,0
6710.00000000,0.00089467,0.00049324,1
6713.84166667,0.00002624,0.00001946,3
6716.16666667,0.00004617,0.00001445,4
6716.17500000,0.00004787,0.00001439,4
6716.25833333,0.00006826,0.00001543,6
6716.27500000,0.00006296,0.00001710,4
6718.75000000,0.00005245,0.00003776,3
6720.00000000,0.00207963,0.00137185,8
6725.00000000,0.00015620,0.00015857,7
6725.84166667,0.00006687,0.00002974,2
6730.00000000,0.00043871,0.00015880,0
6731.95833333,0.00006422,0.00002242,0
6732.04166667,0.00009424,0.00002783,4
6735.00833333,0.00007291,0.00001874,4
6735.86666667,0.00002324,0.00002484,7
6738.27500000,0.00015642,0.00014074,5
6738.74166667,0.00006992,0.00006790,5
6739.47500000,0.00008668,0.00008744,7
6740.00000000,0.00211512,0.00144056,8
6743.66666667,0.00026141,0.00009606,0
6743.67500000,0.00027646,0.00009595,0
6743.73333333,0.00032858,0.00008264,4
6747.95833333,0.00010308,0.00001947,6
6748.03333333,0.00004793,0.00003423,3
6748.87500000,0.00025379,0.00027568,7
6749.99166667,0.00120953,0.00097769,3
6750.15833333,0.00002080,0.00002186,7
6750.17500000,0.00002133,0.00002047,5
6760.00000000,0.00246109,0.00206030,5
6765.00000000,0.00005459,0.00007572,9
6768.30833333,0.00024269,0.00005101,6
6770.00000000,0.00029152,0.00026456,5
6770.52500000,0.00002661,0.00001323,2
6771.60833333,0.00012568,0.00002267,6
6775.00000000,0.00004607,0.00020865,15
6777.34166667,0.00002052,0.00002603,9
6780.00000000,0.00218182,0.00176124,3
6783.21666667,0.00003945,0.00003426,5
6783.25833333,0.00004851,0.00004063,5
6785.00000000,0.00004350,0.00002144,2
6787.10833333,0.00017737,0.00013914,3
6790.00000000,0.00022526,0.00014732,8
6796.87500000,0.00007087,0.00006345,5
6798.08333333,0.00007084,0.00003330,2
6800.00000000,0.00150063,0.00092944,1
6809.75000000,0.00006418,0.00004473,3
6810.00000000,0.00008986,0.00012092,9
6815.00000000,0.00002878,0.00002484,5
6820.00000000,0.00063596,0.00065444,7
6823.63333333,0.00015330,0.00012474,3
6825.00000000,0.00015396,0.00003148,6
6826.17500000,0.00002927,0.00003594,9
6830.00000000,0.00011426,0.00014765,9
6831.60000000,0.00002863,0.00008457,12
6835.01666667,0.00004211,0.00001484,0
6835.71666667,0.00003895,0.00004560,24
6835.72500000,0.00004046,0.00004667,7
6835.93333333,0.00153552,0.00147411,5
6836.93333333,0.00002649,0.00008316,12
6840.00000000,0.00050475,0.00045743,5
6841.26666667,0.00002571,0.00002630,7
6842.91666667,0.00002376,0.00002902,9
6845.00000000,0.00007310,0.00004373,1
6845.03333333,0.00006095,0.00005044,5
6850.00000000,0.00051903,0.00070433,9
6853.20000000,0.00009145,0.00006518,3
6854.94166667,0.00034273,0.00042474,9
6855.18333333,0.00002953,0.00001187,0
6858.57500000,0.00008668,0.00002298,4
6858.64166667,0.00003248,0.00003409,7
6860.00000000,0.00051134,0.00046426,5
6860.43333333,0.00613718,0.00188888,4
6862.34166667,0.00010080,0.00008238,3
6863.75000000,0.00005198,0.00001616,4
6865.00000000,0.00009745,0.00005719,1
6870.00000000,0.00027340,0.00012514,2
6870.66666667,0.00003615,0.00003624,7
6870.67500000,0.00003511,0.00003540,7
6875.00000000,0.00135673,0.00022570,6
6879.77500000,0.00002118,0.00001403,8
6880.00000000,0.00089667,0.00099212,7
6884.76666667,0.00010020,0.00008485,5
6884.77500000,0.00009992,0.00008454,5
6890.00000000,0.00030620,0.00016539,1
6893.01666667,0.00002062,0.00003036,11
6893.03333333,0.00002129,0.00003125,11
6899.03333333,0.00006692,0.00005860,5
6899.73333333,0.00004542,0.00005573,9
6899.81666667,0.00009007,0.00007133,3
6899.86666667,0.00014930,0.00005249,0
6900.00000000,0.00082869,0.00240932,12
6907.20833333,0.00002986,0.00001515,2
6909.78333333,0.00011040,0.00010220,5
6910.00000000,0.00026757,0.00014939,1
6910.29166667,0.00008769,0.00004737,1
6919.11666667,0.00006295,0.00004849,3
6919.12500000,0.00006489,0.00004922,3
6919.24166667,0.00002121,0.00001686,3
6920.00000000,0.00156186,0.00167131,7
6925.00000000,0.00018944,0.00033430,16
6930.00000000,0.00010947,0.00003936,0
6932.36666667,0.00932515,0.00853352,5
6933.60000000,0.00014561,0.00011903,3
6938.32500000,0.00003713,0.00003880,7
6938.35000000,0.00003216,0.00004143,9
6940.00000000,0.00081346,0.00101580,9
6943.25833333,0.00002611,0.00003186,9
6945.02500000,0.00003360,0.00002234,8
6946.17500000,0.00011401,0.00008466,3
6947.35833333,0.00004676,0.00002691,1
6949.21666667,0.00020381,0.00052528,12
6949.25000000,0.00025929,0.00067333,12
6950.00000000,0.00256825,0.00372874,11
6953.12500000,0.00005968,0.00004183,3
6954.98333333,0.00002741,0.00004535,11
6957.55833333,0.00002155,0.00001350,1
6960.00000000,0.00075622,0.00094555,9
6965.00000000,0.00009137,0.00003028,0
6969.08333333,0.00653775,0.00146623,6
6969.61666667,0.00024523,0.00022787,5
6970.00000000,0.00012427,0.00004967,0
6971.46666667,0.00003108,0.00001343,2
6971.48333333,0.00003280,0.00001192,0
6971.90000000,0.00066615,0.00014253,6
6974.22500000,0.00002198,0.00001654,3
6975.00000000,0.00026989,0.00016783,1
6976.11666667,0.00005020,0.00004318,5
6976.12500000,0.00005044,0.00004230,5
6976.41666667,0.00027991,0.00002007,10
6980.00000000,0.00063287,0.00083409,9
6982.42500000,0.00009958,0.00009511,5
6983.32500000,0.00002735,0.00001816,8
6985.00833333,0.00002800,0.00001553,1
6988.42500000,0.00002130,0.00001410,8
6990.00833333,0.00008495,0.00008099,5
6992.53333333,0.00005518,0.00053819,19
6997.05000000,0.00018688,0.00022695,9
7000.00000000,0.00096524,0.00073972,3
7005.00000000,0.00008132,0.00003407,0
7010.00000000,0.00008597,0.00010733,9
7011.41666667,0.00007404,0.00007175,5
7012.20000000,0.00013194,0.00013211,7
7013.90833333,0.00008935,0.00001447,6
7014.62500000,0.00010806,0.00011003,7
7020.00833333,0.00026131,0.00027320,7
7020.89166667,0.00012264,0.00005060,0
7021.49166667,0.00003824,0.00002655,8
7025.00000000,0.00040700,0.00024117,1
7025.13333333,0.00004012,0.00002840,3
7026.36666667,0.00002836,0.00001464,2
7029.10000000,0.00004352,0.00004082,5
7030.00000000,0.00015486,0.00032889,13
7031.25000000,0.00103417,0.00112012,7
7040.00000000,0.00024698,0.00009625,0
7043.66666667,0.00002274,0.00006975,12
7044.97500000,0.00004211,0.00002639,1
7045.66666667,0.00005306,0.00005447,7
7045.67500000,0.00005237,0.00005482,7
7050.00000000,0.00045415,0.00105264,13
7051.95833333,0.00013551,0.00002176,6
7060.00000000,0.00023168,0.00029711,9
7070.00000000,0.00007804,0.00012267,11
7070.32500000,0.00003533,0.00003060,5
7073.77500000,0.00002445,0.00003751,11
7075.00000000,0.00017117,0.00018746,7
7080.00000000,0.00033778,0.00044186,9
7084.27500000,0.00203788,0.00107881,1
7085.00833333,0.00005753,0.00005504,5
7090.00000000,0.00010681,0.00015310,11
7090.86666667,0.00004493,0.00003580,3
7091.61666667,0.00003519,0.00001208,0
7094.99166667,0.00005797,0.00007208,9
7095.61666667,0.00008572,0.00006978,3
7095.62500000,0.00008538,0.00007025,3
7097.30000000,0.00029115,0.00027309,5
7100.00000000,0.00286261,0.00100712,0
7103.75000000,0.00007933,0.00050276,17
7104.49166667,0.00002288,0.00001319,1
7105.38333333,0.00002719,0.00002194,3
7108.90833333,0.00002217,0.00006103,12
7109.37500000,0.00014203,0.00019682,9
7110.00000000,0.00007589,0.00018575,18
7119.14166667,0.00002918,0.00002401,3
7120.00000000,0.00049283,0.00078879,11
7122.57500000,0.00008963,0.00008290,5
7124.99166667,0.00059426,0.00097545,11
7125.16666667,0.00014809,0.00001942,10
7125.17500000,0.00014619,0.00002014,10
7126.32500000,0.00007011,0.00006072,5
7126.34166667,0.00007211,0.00005824,3
7127.25000000,0.00029139,0.00038594,9
7128.91666667,0.00003421,0.00001461,2
7130.00000000,0.00006355,0.00020674,12
7134.08333333,0.00041982,0.00046080,7
7135.00833333,0.00003422,0.00001380,0
7135.03333333,0.00003004,0.00001489,2
7140.00000000,0.00064137,0.00089430,22
7144.09166667,0.00002901,0.00002792,5
7145.63333333,0.00009214,0.00005539,1
7150.00000000,0.00048360,0.00144299,12
7153.31666667,0.00003880,0.00001765,2
7156.74166667,0.00002795,0.00002565,5
7160.00000000,0.00072230,0.00100419,9
7160.16666667,0.00003432,0.00004225,9
7160.17500000,0.00003479,0.00004033,24
7161.40000000,0.00007390,0.00001242,6
7163.29166667,0.00003487,0.00002130,1
7165.00000000,0.00003057,0.00004405,11
7165.03333333,0.00003879,0.00003331,5
7169.51666667,0.00003023,0.00003195,7
7170.00000000,0.00004601,0.00015154,12
7174.00000000,0.00002141,0.00006432,12
7175.00000000,0.00011221,0.00018243,11
7177.72500000,0.00003183,0.00003060,5
7180.00000000,0.00100672,0.00144724,11
7187.26666667,0.00004940,0.00004445,5
7187.31666667,0.00003152,0.00002573,3
7188.00833333,0.00312795,0.00259173,5
7190.00000000,0.00009604,0.00013990,11
7194.11666667,0.00004268,0.00004978,24
7195.00000000,0.00002844,0.00001794,1
7198.78333333,0.00055222,0.00045239,3
7200.00000000,0.00101141,0.00233394,13
7201.34166667,0.00039603,0.00090348,13
7202.15833333,0.00002889,0.00002475,5
7205.00833333,0.00003435,0.00007795,13
7208.29166667,0.00041830,0.00002818,10
7210.00000000,0.00011485,0.00026118,13
7210.28333333,0.00035044,0.00025981,3
7211.85000000,0.00004158,0.00003854,5
7220.00000000,0.00097200,0.00164268,11
7221.02500000,0.00002472,0.00001929,3
7221.03333333,0.00002375,0.00001961,26
7225.00000000,0.00029160,0.00004489,6
7226.55833333,0.00018261,0.00029152,11
7230.00000000,0.00006491,0.00015626,18
7231.00833333,0.00013284,0.00013024,21
7231.33333333,0.00012929,0.00012735,21
7233.10833333,0.00003930,0.00003818,5
7233.14166667,0.00005126,0.00004744,5
7240.00000000,0.00091110,0.00170110,16
7245.00833333,0.00005123,0.00004928,5
7250.00000000,0.00123755,0.00105144,5
7252.33333333,0.00002344,0.00006019,12
7255.00000000,0.00002429,0.00002190,5
7260.00000000,0.00094453,0.00177945,16
7265.00833333,0.00002822,0.00004343,11
7265.62500000,0.00004902,0.00009803,13
7265.75000000,0.00002238,0.00001507,8
7269.00833333,0.00804184,0.00665609,5
7270.00000000,0.00019613,0.00015978,3
7275.00000000,0.00024114,0.00023700,21
7275.39166667,0.00002243,0.00002197,21
7276.98333333,0.00071601,0.00004794,14
7280.00000000,0.00107047,0.00211420,13
7285.00000000,0.00002385,0.00004810,13
7290.00000000,0.00010529,0.00034472,12
7294.95833333,0.00002104,0.00002006,5
7297.52500000,0.00039117,0.00001790,14
7297.53333333,0.00038883,0.00001985,14
7297.84166667,0.00093995,0.00002105,14
7299.79166667,0.00002401,0.00002472,7
7300.00000000,0.00134868,0.00117377,5
7305.00000000,0.00002607,0.00004068,11
7305.93333333,0.00002623,0.00006323,18
7310.00000000,0.00012789,0.00017137,9
7311.85833333,0.00003405,0.00002618,3
7311.88333333,0.00003212,0.00003008,5
7319.10000000,0.00002034,0.00001905,5
7319.13333333,0.00002125,0.00001556,3
7319.70833333,0.00003101,0.00002162,3
7319.72500000,0.00002990,0.00001946,8
7320.00000000,0.00066742,0.00167398,18
7320.35000000,0.00003094,0.00002109,8
7320.76666667,0.00002326,0.00001569,8
7321.98333333,0.00006485,0.00010063,11
7325.00000000,0.00006969,0.00013411,13
7328.92500000,0.00012912,0.00008606,8
7330.00000000,0.00003956,0.00032092,17
7333.62500000,0.00005016,0.00004942,21
7333.91666667,0.00006342,0.00001535,4
7333.92500000,0.00006470,0.00001516,6
7340.00000000,0.00077616,0.00185711,18
7342.40833333,0.00023812,0.00027292,7
7348.46666667,0.00002090,0.00002581,9
7348.64166667,0.00002028,0.00001555,3
7349.55833333,0.00005467,0.00005368,21
7350.00000000,0.00028068,0.00087138,12
7355.00833333,0.00007929,0.00002145,4
7355.36666667,0.00003353,0.00008660,12
7360.00000000,0.00065152,0.00178081,12
7361.75833333,0.00065639,0.00067710,7
7372.19166667,0.00017859,0.00014718,26
7373.27500000,0.00479760,0.00475303,7
7375.00000000,0.00156751,0.00016985,10
7376.34166667,0.00016624,0.00003060,6
7377.90833333,0.00004932,0.00001272,4
7380.00000000,0.00059698,0.00162871,12
7380.12500000,0.00004200,0.00004791,7
7380.88333333,0.00007705,0.00001460,6
7390.00000000,0.00007948,0.00026697,15
7397.45833333,0.00002274,0.00002490,7
7400.00000000,0.00105777,0.00115501,7
7402.82500000,0.00002691,0.00005379,13
7402.87500000,0.00002248,0.00004780,13
7405.52500000,0.00003970,0.00003011,3
7408.74166667,0.00003897,0.00001979,2
7410.00000000,0.00005866,0.00026544,15
7412.79166667,0.00025244,0.00011807,2
7414.96666667,0.00005831,0.00001956,0
7414.99166667,0.00005377,0.00002327,2
7418.75000000,0.00061931,0.00176434,12
7420.00000000,0.00044569,0.00133796,12
7421.87500000,0.00012012,0.00031456,12
7422.14166667,0.00023140,0.00023853,7
7422.18333333,0.00019919,0.00019874,7
7425.00000000,0.00008047,0.00009025,7
7425.33333333,0.00006882,0.00005970,5
7429.90833333,0.00003892,0.00002544,8
7430.46666667,0.00016219,0.00002630,6
7430.47500000,0.00016181,0.00002634,6
7431.19166667,0.00007439,0.00001400,6
7432.55833333,0.00143345,0.00126770,5
7434.75000000,0.00004599,0.00014380,12
7439.78333333,0.00004501,0.00003526,3
7440.00000000,0.00030550,0.00106684,15
7442.28333333,0.00002907,0.00003231,7
7450.00000000,0.00017426,0.00071992,15
7450.98333333,0.00008977,0.00007862,5
7451.55000000,0.00098330,0.00119783,9
7454.85000000,0.00008354,0.00005224,1
7457.09166667,0.00003097,0.00004233,9
7458.36666667,0.00005252,0.00003331,1
7458.37500000,0.00005368,0.00003320,1
7460.00000000,0.00021286,0.00095732,15
7461.84166667,0.00005378,0.00004866,5
7462.75000000,0.00002866,0.00001160,0
7463.63333333,0.00004971,0.00002440,2
7465.58333333,0.00002625,0.00002548,5
7469.94166667,0.00009171,0.00011026,9
7470.00000000,0.00005010,0.00011300,13
7470.46666667,0.00002180,0.00006626,12
7470.69166667,0.00002109,0.00001212,1
7472.88333333,0.00006353,0.00005364,5
7475.00000000,0.00002753,0.00052126,19
7477.01666667,0.00012468,0.00011159,5
7480.00000000,0.00022015,0.00076252,15
